date,year,month,quarter,season,weekday,consumption_mwh,solar_mwh,wind_onshore_mwh,wind_offshore_mwh,renewable_total_mwh,renewable_share_pct
2019-08-24,2019,8,3,Summer,Saturday,1104166.0,208462.0,130083.0,39379.0,377924.0,34.23
2019-08-25,2019,8,3,Summer,Sunday,1035891.0,197723.0,104688.0,19666.0,322077.0,31.09
2019-08-26,2019,8,3,Summer,Monday,1362847.0,193214.0,68682.0,7180.0,269076.0,19.74
2019-08-27,2019,8,3,Summer,Tuesday,1407073.0,189597.0,75656.0,22434.0,287687.0,20.45
2019-08-28,2019,8,3,Summer,Wednesday,1407170.0,170467.0,81294.0,12621.0,264382.0,18.79
2019-08-29,2019,8,3,Summer,Thursday,1388307.0,146978.0,76470.0,21117.0,244565.0,17.62
2019-08-30,2019,8,3,Summer,Friday,1349321.0,189669.0,27048.0,33072.0,249789.0,18.51
2019-08-31,2019,8,3,Summer,Saturday,1135975.0,204412.0,137134.0,25628.0,367174.0,32.32
2019-09-01,2019,9,3,Autumn,Sunday,1036758.0,135872.0,188744.0,60022.0,384638.0,37.1
2019-09-02,2019,9,3,Autumn,Monday,1302334.0,157704.0,136673.0,67934.0,362311.0,27.82
2019-09-03,2019,9,3,Autumn,Tuesday,1335214.0,165318.0,219549.0,103919.0,488786.0,36.61
2019-09-04,2019,9,3,Autumn,Wednesday,1344776.0,191194.0,228326.0,74845.0,494365.0,36.76
2019-09-05,2019,9,3,Autumn,Thursday,1365825.0,120829.0,367043.0,93132.0,581004.0,42.54
2019-09-06,2019,9,3,Autumn,Friday,1320778.0,153442.0,201018.0,89399.0,443859.0,33.61
2019-09-07,2019,9,3,Autumn,Saturday,1105609.0,90158.0,61950.0,33480.0,185588.0,16.79
2019-09-08,2019,9,3,Autumn,Sunday,1035915.0,89769.0,24556.0,10495.0,124820.0,12.05
2019-09-09,2019,9,3,Autumn,Monday,1328432.0,70515.0,114112.0,8600.0,193227.0,14.55
2019-09-10,2019,9,3,Autumn,Tuesday,1348495.0,169342.0,238120.0,50488.0,457950.0,33.96
2019-09-11,2019,9,3,Autumn,Wednesday,1368914.0,166760.0,285174.0,88671.0,540605.0,39.49
2019-09-12,2019,9,3,Autumn,Thursday,1387521.0,135145.0,205771.0,93398.0,434314.0,31.3
2019-09-13,2019,9,3,Autumn,Friday,1366616.0,129005.0,248256.0,78867.0,456128.0,33.38
2019-09-14,2019,9,3,Autumn,Saturday,1118715.0,182110.0,66138.0,53160.0,301408.0,26.94
2019-09-15,2019,9,3,Autumn,Sunday,1043853.0,176446.0,315877.0,104044.0,596367.0,57.13
2019-09-16,2019,9,3,Autumn,Monday,1341089.0,101733.0,133721.0,69652.0,305106.0,22.75
2019-09-17,2019,9,3,Autumn,Tuesday,1372015.0,121187.0,489993.0,101538.0,712718.0,51.95
2019-09-18,2019,9,3,Autumn,Wednesday,1353232.0,170197.0,326699.0,111789.0,608685.0,44.98
2019-09-19,2019,9,3,Autumn,Thursday,1359466.0,176147.0,149835.0,30151.0,356133.0,26.2
2019-09-20,2019,9,3,Autumn,Friday,1329676.0,170266.0,102219.0,19689.0,292174.0,21.97
2019-09-21,2019,9,3,Autumn,Saturday,1134311.0,191383.0,153817.0,24169.0,369369.0,32.56
2019-09-22,2019,9,3,Autumn,Sunday,1051599.0,157292.0,185355.0,52437.0,395084.0,37.57
2019-09-23,2019,9,3,Autumn,Monday,1378208.0,79774.0,129428.0,38123.0,247325.0,17.95
2019-09-24,2019,9,3,Autumn,Tuesday,1398024.0,98545.0,90980.0,51947.0,241472.0,17.27
2019-09-25,2019,9,3,Autumn,Wednesday,1399134.0,79693.0,136393.0,24646.0,240732.0,17.21
2019-09-26,2019,9,3,Autumn,Thursday,1407388.0,67845.0,211031.0,70347.0,349223.0,24.81
2019-09-27,2019,9,3,Autumn,Friday,1385146.0,72513.0,303786.0,85252.0,461551.0,33.32
2019-09-28,2019,9,3,Autumn,Saturday,1155848.0,103809.0,555902.0,113525.0,773236.0,66.9
2019-09-29,2019,9,3,Autumn,Sunday,1087604.0,95530.0,597134.0,87988.0,780652.0,71.78
2019-09-30,2019,9,3,Autumn,Monday,1391744.0,94664.0,656233.0,94720.0,845617.0,60.76
2019-10-01,2019,10,4,Autumn,Tuesday,1429257.0,79553.0,371035.0,40719.0,491307.0,34.37
2019-10-02,2019,10,4,Autumn,Wednesday,1390434.0,82288.0,348143.0,103061.0,533492.0,38.37
2019-10-03,2019,10,4,Autumn,Thursday,1105298.0,85103.0,208993.0,19388.0,313484.0,28.36
2019-10-04,2019,10,4,Autumn,Friday,1238358.0,47187.0,244999.0,56057.0,348243.0,28.12
2019-10-05,2019,10,4,Autumn,Saturday,1128666.0,62625.0,234442.0,66595.0,363662.0,32.22
2019-10-06,2019,10,4,Autumn,Sunday,1107789.0,66538.0,247120.0,97470.0,411128.0,37.11
2019-10-07,2019,10,4,Autumn,Monday,1385277.0,99917.0,122365.0,66841.0,289123.0,20.87
2019-10-08,2019,10,4,Autumn,Tuesday,1430228.0,39142.0,435722.0,114784.0,589648.0,41.23
2019-10-09,2019,10,4,Autumn,Wednesday,1426861.0,55422.0,448845.0,107764.0,612031.0,42.89
2019-10-10,2019,10,4,Autumn,Thursday,1433922.0,81450.0,544135.0,127987.0,753572.0,52.55
2019-10-11,2019,10,4,Autumn,Friday,1419386.0,84290.0,707584.0,128399.0,920273.0,64.84
2019-10-12,2019,10,4,Autumn,Saturday,1178370.0,117207.0,437064.0,115330.0,669601.0,56.82
2019-10-13,2019,10,4,Autumn,Sunday,1100643.0,116802.0,388646.0,77887.0,583335.0,53.0
2019-10-14,2019,10,4,Autumn,Monday,1385853.0,133346.0,238544.0,75567.0,447457.0,32.29
2019-10-15,2019,10,4,Autumn,Tuesday,1441266.0,101408.0,151596.0,62464.0,315468.0,21.89
2019-10-16,2019,10,4,Autumn,Wednesday,1459215.0,81081.0,373797.0,54829.0,509707.0,34.93
2019-10-17,2019,10,4,Autumn,Thursday,1443269.0,78599.0,258465.0,47703.0,384767.0,26.66
2019-10-18,2019,10,4,Autumn,Friday,1421161.0,78194.0,431463.0,108348.0,618005.0,43.49
2019-10-19,2019,10,4,Autumn,Saturday,1188187.0,45644.0,329000.0,122871.0,497515.0,41.87
2019-10-20,2019,10,4,Autumn,Sunday,1091358.0,71233.0,115122.0,25145.0,211500.0,19.38
2019-10-21,2019,10,4,Autumn,Monday,1410168.0,59208.0,138513.0,40791.0,238512.0,16.91
2019-10-22,2019,10,4,Autumn,Tuesday,1438180.0,72048.0,107735.0,56434.0,236217.0,16.42
2019-10-23,2019,10,4,Autumn,Wednesday,1456923.0,68112.0,146505.0,25826.0,240443.0,16.5
2019-10-24,2019,10,4,Autumn,Thursday,1450732.0,64379.0,219852.0,67558.0,351789.0,24.25
2019-10-25,2019,10,4,Autumn,Friday,1414550.0,83120.0,414260.0,123143.0,620523.0,43.87
2019-10-26,2019,10,4,Autumn,Saturday,1208071.0,101403.0,606624.0,110448.0,818475.0,67.75
2019-10-27,2019,10,4,Autumn,Sunday,1110757.0,61644.0,468208.0,113094.0,642946.0,57.88
2019-10-28,2019,10,4,Autumn,Monday,1429790.0,70352.0,203659.0,70057.0,344068.0,24.06
2019-10-29,2019,10,4,Autumn,Tuesday,1463420.0,59781.0,116184.0,18391.0,194356.0,13.28
2019-10-30,2019,10,4,Autumn,Wednesday,1461869.0,79758.0,119477.0,4557.0,203792.0,13.94
2019-10-31,2019,10,4,Autumn,Thursday,1366980.0,102159.0,155491.0,34851.0,292501.0,21.4
2019-11-01,2019,11,4,Autumn,Friday,1235513.0,38141.0,343309.0,84367.0,465817.0,37.7
2019-11-02,2019,11,4,Autumn,Saturday,1186344.0,41255.0,485111.0,113524.0,639890.0,53.94
2019-11-03,2019,11,4,Autumn,Sunday,1101062.0,35289.0,232186.0,59472.0,326947.0,29.69
2019-11-04,2019,11,4,Autumn,Monday,1413406.0,47399.0,225969.0,36879.0,310247.0,21.95
2019-11-05,2019,11,4,Autumn,Tuesday,1459300.0,36069.0,156834.0,55342.0,248245.0,17.01
2019-11-06,2019,11,4,Autumn,Wednesday,1485841.0,31666.0,93748.0,12990.0,138404.0,9.31
2019-11-07,2019,11,4,Autumn,Thursday,1500872.0,55463.0,230036.0,63370.0,348869.0,23.24
2019-11-08,2019,11,4,Autumn,Friday,1473366.0,33068.0,98557.0,44016.0,175641.0,11.92
2019-11-09,2019,11,4,Autumn,Saturday,1255393.0,31003.0,128978.0,35451.0,195432.0,15.57
2019-11-10,2019,11,4,Autumn,Sunday,1182595.0,63537.0,86314.0,47817.0,197668.0,16.71
2019-11-11,2019,11,4,Autumn,Monday,1498970.0,38960.0,318869.0,109856.0,467685.0,31.2
2019-11-12,2019,11,4,Autumn,Tuesday,1519137.0,36577.0,392597.0,128312.0,557486.0,36.7
2019-11-13,2019,11,4,Autumn,Wednesday,1505282.0,30328.0,260928.0,89214.0,380470.0,25.28
2019-11-14,2019,11,4,Autumn,Thursday,1497274.0,70693.0,295677.0,55267.0,421637.0,28.16
2019-11-15,2019,11,4,Autumn,Friday,1470992.0,25056.0,357375.0,115725.0,498156.0,33.87
2019-11-16,2019,11,4,Autumn,Saturday,1259812.0,32714.0,250261.0,78326.0,361301.0,28.68
2019-11-17,2019,11,4,Autumn,Sunday,1179389.0,20437.0,245141.0,56803.0,322381.0,27.33
2019-11-18,2019,11,4,Autumn,Monday,1480352.0,29484.0,285318.0,124080.0,438882.0,29.65
2019-11-19,2019,11,4,Autumn,Tuesday,1532909.0,36986.0,286766.0,95289.0,419041.0,27.34
2019-11-20,2019,11,4,Autumn,Wednesday,1518115.0,21864.0,28423.0,8349.0,58636.0,3.86
2019-11-21,2019,11,4,Autumn,Thursday,1526526.0,19369.0,83740.0,51215.0,154324.0,10.11
2019-11-22,2019,11,4,Autumn,Friday,1508070.0,29919.0,215130.0,67492.0,312541.0,20.72
2019-11-23,2019,11,4,Autumn,Saturday,1283109.0,47931.0,479672.0,143715.0,671318.0,52.32
2019-11-24,2019,11,4,Autumn,Sunday,1186557.0,38698.0,188514.0,102711.0,329923.0,27.81
2019-11-25,2019,11,4,Autumn,Monday,1488601.0,14042.0,45410.0,17138.0,76590.0,5.15
2019-11-26,2019,11,4,Autumn,Tuesday,1522492.0,22544.0,177261.0,58090.0,257895.0,16.94
2019-11-27,2019,11,4,Autumn,Wednesday,1549871.0,16648.0,462261.0,83220.0,562129.0,36.27
2019-11-28,2019,11,4,Autumn,Thursday,1535490.0,25014.0,750164.0,107549.0,882727.0,57.49
2019-11-29,2019,11,4,Autumn,Friday,1487873.0,30993.0,486141.0,132751.0,649885.0,43.68
2019-11-30,2019,11,4,Autumn,Saturday,1252181.0,47192.0,151257.0,43814.0,242263.0,19.35
2019-12-01,2019,12,4,Winter,Sunday,1217088.0,21523.0,102434.0,31861.0,155818.0,12.8
2019-12-02,2019,12,4,Winter,Monday,1460560.0,31111.0,247830.0,96288.0,375229.0,25.69
2019-12-03,2019,12,4,Winter,Tuesday,1544016.0,34257.0,183913.0,91917.0,310087.0,20.08
2019-12-04,2019,12,4,Winter,Wednesday,1549726.0,58743.0,184180.0,94799.0,337722.0,21.79
2019-12-05,2019,12,4,Winter,Thursday,1588074.0,46239.0,307221.0,128987.0,482447.0,30.38
2019-12-06,2019,12,4,Winter,Friday,1567884.0,31164.0,748908.0,111330.0,891402.0,56.85
2019-12-07,2019,12,4,Winter,Saturday,1310854.0,19174.0,700477.0,141143.0,860794.0,65.67
2019-12-08,2019,12,4,Winter,Sunday,1236848.0,24022.0,796866.0,122041.0,942929.0,76.24
2019-12-09,2019,12,4,Winter,Monday,1522202.0,29477.0,616060.0,133881.0,779418.0,51.2
2019-12-10,2019,12,4,Winter,Tuesday,1555066.0,44928.0,446251.0,103973.0,595152.0,38.27
2019-12-11,2019,12,4,Winter,Wednesday,1582834.0,21415.0,349202.0,87086.0,457703.0,28.92
2019-12-12,2019,12,4,Winter,Thursday,1576723.0,16560.0,301428.0,101856.0,419844.0,26.63
2019-12-13,2019,12,4,Winter,Friday,1526736.0,16947.0,472231.0,82766.0,571944.0,37.46
2019-12-14,2019,12,4,Winter,Saturday,1310953.0,22428.0,710415.0,132816.0,865659.0,66.03
2019-12-15,2019,12,4,Winter,Sunday,1214174.0,28173.0,712449.0,141197.0,881819.0,72.63
2019-12-16,2019,12,4,Winter,Monday,1471922.0,28047.0,330576.0,110791.0,469414.0,31.89
2019-12-17,2019,12,4,Winter,Tuesday,1477635.0,33313.0,484899.0,61980.0,580192.0,39.26
2019-12-18,2019,12,4,Winter,Wednesday,1458927.0,30354.0,304221.0,102823.0,437398.0,29.98
2019-12-19,2019,12,4,Winter,Thursday,1438735.0,42516.0,418616.0,139578.0,600710.0,41.75
2019-12-20,2019,12,4,Winter,Friday,1354263.0,27681.0,511405.0,142004.0,681090.0,50.29
2019-12-21,2019,12,4,Winter,Saturday,1206416.0,31493.0,313254.0,115953.0,460700.0,38.19
2019-12-22,2019,12,4,Winter,Sunday,1140679.0,15887.0,354184.0,65590.0,435661.0,38.19
2019-12-23,2019,12,4,Winter,Monday,1214864.0,16594.0,489597.0,122481.0,628672.0,51.75
2019-12-24,2019,12,4,Winter,Tuesday,1112488.0,18830.0,405610.0,49581.0,474021.0,42.61
2019-12-25,2019,12,4,Winter,Wednesday,1042244.0,13417.0,251421.0,42226.0,307064.0,29.46
2019-12-26,2019,12,4,Winter,Thursday,1042692.0,27332.0,114067.0,18672.0,160071.0,15.35
2019-12-27,2019,12,4,Winter,Friday,1172199.0,20958.0,106453.0,40135.0,167546.0,14.29
2019-12-28,2019,12,4,Winter,Saturday,1141331.0,36239.0,92505.0,66626.0,195370.0,17.12
2019-12-29,2019,12,4,Winter,Sunday,1087074.0,54910.0,227954.0,121886.0,404750.0,37.23
2019-12-30,2019,12,4,Winter,Monday,1200045.0,53215.0,535847.0,133426.0,722488.0,60.21
2019-12-31,2019,12,4,Winter,Tuesday,1124933.0,36562.0,343630.0,81593.0,461785.0,41.05
2020-01-01,2020,1,1,Winter,Wednesday,1055933.0,50890.0,147268.0,72658.0,270816.0,25.65
2020-01-02,2020,1,1,Winter,Thursday,1297859.0,39748.0,258603.0,146171.0,444522.0,34.25
2020-01-03,2020,1,1,Winter,Friday,1334843.0,18258.0,635031.0,140484.0,793773.0,59.47
2020-01-04,2020,1,1,Winter,Saturday,1261471.0,13149.0,674330.0,109957.0,797436.0,63.21
2020-01-05,2020,1,1,Winter,Sunday,1152082.0,24915.0,220934.0,96105.0,341954.0,29.68
2020-01-06,2020,1,1,Winter,Monday,1364624.0,38147.0,255920.0,140443.0,434510.0,31.84
2020-01-07,2020,1,1,Winter,Tuesday,1504338.0,15297.0,381171.0,114564.0,511032.0,33.97
2020-01-08,2020,1,1,Winter,Wednesday,1528721.0,9752.0,453260.0,97504.0,560516.0,36.67
2020-01-09,2020,1,1,Winter,Thursday,1514683.0,24299.0,447866.0,95761.0,567926.0,37.49
2020-01-10,2020,1,1,Winter,Friday,1486600.0,30642.0,524888.0,84119.0,639649.0,43.03
2020-01-11,2020,1,1,Winter,Saturday,1290289.0,36985.0,404544.0,124244.0,565773.0,43.85
2020-01-12,2020,1,1,Winter,Sunday,1235781.0,34331.0,657975.0,124335.0,816641.0,66.08
2020-01-13,2020,1,1,Winter,Monday,1512635.0,26594.0,354571.0,108039.0,489204.0,32.34
2020-01-14,2020,1,1,Winter,Tuesday,1570433.0,38277.0,789605.0,130510.0,958392.0,61.03
2020-01-15,2020,1,1,Winter,Wednesday,1538729.0,64195.0,724446.0,114599.0,903240.0,58.7
2020-01-16,2020,1,1,Winter,Thursday,1505814.0,65847.0,339849.0,121840.0,527536.0,35.03
2020-01-17,2020,1,1,Winter,Friday,1509807.0,55952.0,452030.0,123897.0,631879.0,41.85
2020-01-18,2020,1,1,Winter,Saturday,1297001.0,30097.0,388751.0,119307.0,538155.0,41.49
2020-01-19,2020,1,1,Winter,Sunday,1206346.0,30766.0,171375.0,105121.0,307262.0,25.47
2020-01-20,2020,1,1,Winter,Monday,1501315.0,45220.0,154360.0,74621.0,274201.0,18.26
2020-01-21,2020,1,1,Winter,Tuesday,1556498.0,64770.0,263220.0,102242.0,430232.0,27.64
2020-01-22,2020,1,1,Winter,Wednesday,1556670.0,25263.0,185328.0,48107.0,258698.0,16.62
2020-01-23,2020,1,1,Winter,Thursday,1548865.0,28911.0,67790.0,45463.0,142164.0,9.18
2020-01-24,2020,1,1,Winter,Friday,1527675.0,46760.0,126927.0,76783.0,250470.0,16.4
2020-01-25,2020,1,1,Winter,Saturday,1324448.0,28657.0,91656.0,78080.0,198393.0,14.98
2020-01-26,2020,1,1,Winter,Sunday,1214676.0,37585.0,151324.0,91317.0,280226.0,23.07
2020-01-27,2020,1,1,Winter,Monday,1527384.0,40022.0,452667.0,104579.0,597268.0,39.1
2020-01-28,2020,1,1,Winter,Tuesday,1572395.0,25045.0,715952.0,103674.0,844671.0,53.72
2020-01-29,2020,1,1,Winter,Wednesday,1579543.0,25078.0,723899.0,128806.0,877783.0,55.57
2020-01-30,2020,1,1,Winter,Thursday,1569973.0,46173.0,718737.0,128895.0,893805.0,56.93
2020-01-31,2020,1,1,Winter,Friday,1510409.0,35549.0,760300.0,131874.0,927723.0,61.42
2020-02-01,2020,2,1,Winter,Saturday,1270082.0,32689.0,775413.0,138686.0,946788.0,74.55
2020-02-02,2020,2,1,Winter,Sunday,1191199.0,17592.0,518890.0,45992.0,582474.0,48.9
2020-02-03,2020,2,1,Winter,Monday,1512371.0,21534.0,542534.0,114282.0,678350.0,44.85
2020-02-04,2020,2,1,Winter,Tuesday,1563049.0,48562.0,586035.0,112980.0,747577.0,47.83
2020-02-05,2020,2,1,Winter,Wednesday,1531352.0,86933.0,311551.0,56292.0,454776.0,29.7
2020-02-06,2020,2,1,Winter,Thursday,1535237.0,63027.0,242289.0,46697.0,352013.0,22.93
2020-02-07,2020,2,1,Winter,Friday,1510854.0,76514.0,182363.0,59157.0,318034.0,21.05
2020-02-08,2020,2,1,Winter,Saturday,1282868.0,87451.0,331930.0,109284.0,528665.0,41.21
2020-02-09,2020,2,1,Winter,Sunday,1187922.0,79888.0,754112.0,88281.0,922281.0,77.64
2020-02-10,2020,2,1,Winter,Monday,1507086.0,54886.0,848431.0,120707.0,1024024.0,67.95
2020-02-11,2020,2,1,Winter,Tuesday,1574417.0,52325.0,915568.0,118522.0,1086415.0,69.0
2020-02-12,2020,2,1,Winter,Wednesday,1577107.0,52811.0,821371.0,122310.0,996492.0,63.18
2020-02-13,2020,2,1,Winter,Thursday,1579426.0,42080.0,485602.0,88621.0,616303.0,39.02
2020-02-14,2020,2,1,Winter,Friday,1521232.0,34409.0,229451.0,54152.0,318012.0,20.9
2020-02-15,2020,2,1,Winter,Saturday,1274343.0,95772.0,552025.0,132855.0,780652.0,61.26
2020-02-16,2020,2,1,Winter,Sunday,1188370.0,43997.0,842567.0,93418.0,979982.0,82.46
2020-02-17,2020,2,1,Winter,Monday,1491190.0,45507.0,723714.0,131705.0,900926.0,60.42
2020-02-18,2020,2,1,Winter,Tuesday,1540979.0,69033.0,790801.0,133822.0,993656.0,64.48
2020-02-19,2020,2,1,Winter,Wednesday,1522856.0,57646.0,674202.0,124372.0,856220.0,56.22
2020-02-20,2020,2,1,Winter,Thursday,1514957.0,46842.0,619924.0,135108.0,801874.0,52.93
2020-02-21,2020,2,1,Winter,Friday,1495782.0,94619.0,716647.0,141467.0,952733.0,63.69
2020-02-22,2020,2,1,Winter,Saturday,1286472.0,78893.0,878303.0,108577.0,1065773.0,82.84
2020-02-23,2020,2,1,Winter,Sunday,1192035.0,20058.0,754761.0,120134.0,894953.0,75.08
2020-02-24,2020,2,1,Winter,Monday,1442292.0,43590.0,551448.0,108199.0,703237.0,48.76
2020-02-25,2020,2,1,Winter,Tuesday,1477463.0,62137.0,711286.0,115658.0,889081.0,60.18
2020-02-26,2020,2,1,Winter,Wednesday,1516096.0,57299.0,409841.0,43650.0,510790.0,33.69
2020-02-27,2020,2,1,Winter,Thursday,1545559.0,50276.0,254589.0,67115.0,371980.0,24.07
2020-02-28,2020,2,1,Winter,Friday,1494875.0,81112.0,518381.0,130231.0,729724.0,48.82
2020-02-29,2020,2,1,Winter,Saturday,1258431.0,73689.0,727725.0,133222.0,934636.0,74.27
2020-03-01,2020,3,1,Spring,Sunday,1160339.0,99172.0,617948.0,112257.0,829377.0,71.48
2020-03-02,2020,3,1,Spring,Monday,1472566.0,97522.0,238676.0,39898.0,376096.0,25.54
2020-03-03,2020,3,1,Spring,Tuesday,1487085.0,70086.0,255240.0,27622.0,352948.0,23.73
2020-03-04,2020,3,1,Spring,Wednesday,1484802.0,85189.0,192946.0,30905.0,309040.0,20.81
2020-03-05,2020,3,1,Spring,Thursday,1501788.0,77333.0,292220.0,51983.0,421536.0,28.07
2020-03-06,2020,3,1,Spring,Friday,1487083.0,36517.0,447635.0,97046.0,581198.0,39.08
2020-03-07,2020,3,1,Spring,Saturday,1258802.0,70396.0,339536.0,66203.0,476135.0,37.82
2020-03-08,2020,3,1,Spring,Sunday,1167537.0,104851.0,470099.0,129387.0,704337.0,60.33
2020-03-09,2020,3,1,Spring,Monday,1451563.0,78715.0,279082.0,64501.0,422298.0,29.09
2020-03-10,2020,3,1,Spring,Tuesday,1543943.0,30463.0,800296.0,139889.0,970648.0,62.87
2020-03-11,2020,3,1,Spring,Wednesday,1487188.0,80255.0,607664.0,138840.0,826759.0,55.59
2020-03-12,2020,3,1,Spring,Thursday,1497652.0,112345.0,801940.0,119273.0,1033558.0,69.01
2020-03-13,2020,3,1,Spring,Friday,1473421.0,118822.0,674269.0,100876.0,893967.0,60.67
2020-03-14,2020,3,1,Spring,Saturday,1235797.0,149403.0,191977.0,76387.0,417767.0,33.81
2020-03-15,2020,3,1,Spring,Sunday,1144188.0,175573.0,483502.0,125348.0,784423.0,68.56
2020-03-16,2020,3,1,Spring,Monday,1391213.0,176784.0,151306.0,49758.0,377848.0,27.16
2020-03-17,2020,3,1,Spring,Tuesday,1421462.0,116976.0,186121.0,124554.0,427651.0,30.09
2020-03-18,2020,3,1,Spring,Wednesday,1407180.0,163366.0,294674.0,77744.0,535784.0,38.08
2020-03-19,2020,3,1,Spring,Thursday,1377249.0,145197.0,55969.0,9093.0,210259.0,15.27
2020-03-20,2020,3,1,Spring,Friday,1357128.0,105592.0,195442.0,63331.0,364365.0,26.85
2020-03-21,2020,3,1,Spring,Saturday,1214636.0,90828.0,544567.0,134829.0,770224.0,63.41
2020-03-22,2020,3,1,Spring,Sunday,1133753.0,211172.0,464515.0,116567.0,792254.0,69.88
2020-03-23,2020,3,1,Spring,Monday,1347799.0,227668.0,364427.0,122885.0,714980.0,53.05
2020-03-24,2020,3,1,Spring,Tuesday,1360482.0,225093.0,330605.0,101878.0,657576.0,48.33
2020-03-25,2020,3,1,Spring,Wednesday,1352286.0,224392.0,377500.0,54514.0,656406.0,48.54
2020-03-26,2020,3,1,Spring,Thursday,1341967.0,188848.0,410788.0,41522.0,641158.0,47.78
2020-03-27,2020,3,1,Spring,Friday,1299313.0,207744.0,332571.0,65882.0,606197.0,46.66
2020-03-28,2020,3,1,Spring,Saturday,1141136.0,210558.0,282411.0,108805.0,601774.0,52.73
2020-03-29,2020,3,1,Spring,Sunday,1140310.0,79375.0,528363.0,114772.0,722510.0,63.36
2020-03-30,2020,3,1,Spring,Monday,1343675.0,164729.0,209377.0,86709.0,460815.0,34.3
2020-03-31,2020,3,1,Spring,Tuesday,1340802.0,179102.0,116151.0,30783.0,326036.0,24.32
2020-04-01,2020,4,2,Spring,Wednesday,1347710.0,212147.0,202776.0,96622.0,511545.0,37.96
2020-04-02,2020,4,2,Spring,Thursday,1349026.0,191795.0,357477.0,140756.0,690028.0,51.15
2020-04-03,2020,4,2,Spring,Friday,1319251.0,137598.0,307418.0,98495.0,543511.0,41.2
2020-04-04,2020,4,2,Spring,Saturday,1117842.0,211404.0,119705.0,58008.0,389117.0,34.81
2020-04-05,2020,4,2,Spring,Sunday,1059699.0,239149.0,403251.0,111486.0,753886.0,71.14
2020-04-06,2020,4,2,Spring,Monday,1251044.0,235172.0,276195.0,90302.0,601669.0,48.09
2020-04-07,2020,4,2,Spring,Tuesday,1264209.0,224427.0,151517.0,23805.0,399749.0,31.62
2020-04-08,2020,4,2,Spring,Wednesday,1240673.0,226347.0,118701.0,19654.0,364702.0,29.4
2020-04-09,2020,4,2,Spring,Thursday,1208420.0,211219.0,137042.0,31083.0,379344.0,31.39
2020-04-10,2020,4,2,Spring,Friday,1005635.0,224637.0,92686.0,5814.0,323137.0,32.13
2020-04-11,2020,4,2,Spring,Saturday,1017331.0,235133.0,67626.0,26771.0,329530.0,32.39
2020-04-12,2020,4,2,Spring,Sunday,944117.0,211054.0,129983.0,52833.0,393870.0,41.72
2020-04-13,2020,4,2,Spring,Monday,993448.0,164063.0,435521.0,116514.0,716098.0,72.08
2020-04-14,2020,4,2,Spring,Tuesday,1203944.0,186880.0,246998.0,88151.0,522029.0,43.36
2020-04-15,2020,4,2,Spring,Wednesday,1233638.0,231430.0,231089.0,87756.0,550275.0,44.61
2020-04-16,2020,4,2,Spring,Thursday,1241170.0,230060.0,130131.0,27473.0,387664.0,31.23
2020-04-17,2020,4,2,Spring,Friday,1225625.0,230368.0,81211.0,17150.0,328729.0,26.82
2020-04-18,2020,4,2,Spring,Saturday,1059896.0,194706.0,172351.0,64979.0,432036.0,40.76
2020-04-19,2020,4,2,Spring,Sunday,1008116.0,211858.0,352447.0,77940.0,642245.0,63.71
2020-04-20,2020,4,2,Spring,Monday,1252182.0,252988.0,555375.0,90233.0,898596.0,71.76
2020-04-21,2020,4,2,Spring,Tuesday,1293187.0,254123.0,620133.0,103936.0,978192.0,75.64
2020-04-22,2020,4,2,Spring,Wednesday,1280425.0,262249.0,434265.0,108751.0,805265.0,62.89
2020-04-23,2020,4,2,Spring,Thursday,1274340.0,256266.0,104215.0,16781.0,377262.0,29.6
2020-04-24,2020,4,2,Spring,Friday,1230859.0,219716.0,283120.0,81904.0,584740.0,47.51
2020-04-25,2020,4,2,Spring,Saturday,1080290.0,212147.0,144528.0,29333.0,386008.0,35.73
2020-04-26,2020,4,2,Spring,Sunday,1017683.0,235881.0,34767.0,9983.0,280631.0,27.58
2020-04-27,2020,4,2,Spring,Monday,1247331.0,223722.0,68791.0,23645.0,316158.0,25.35
2020-04-28,2020,4,2,Spring,Tuesday,1275575.0,148092.0,127508.0,10179.0,285779.0,22.4
2020-04-29,2020,4,2,Spring,Wednesday,1286821.0,116190.0,181152.0,29503.0,326845.0,25.4
2020-04-30,2020,4,2,Spring,Thursday,1249111.0,125449.0,358844.0,90478.0,574771.0,46.01
2020-05-01,2020,5,2,Spring,Friday,1001657.0,149671.0,336235.0,45303.0,531209.0,53.03
2020-05-02,2020,5,2,Spring,Saturday,1044406.0,144741.0,309449.0,29245.0,483435.0,46.29
2020-05-03,2020,5,2,Spring,Sunday,986299.0,177447.0,108052.0,16731.0,302230.0,30.64
2020-05-04,2020,5,2,Spring,Monday,1261222.0,140003.0,143845.0,47978.0,331826.0,26.31
2020-05-05,2020,5,2,Spring,Tuesday,1294675.0,200483.0,197087.0,34969.0,432539.0,33.41
2020-05-06,2020,5,2,Spring,Wednesday,1266814.0,263725.0,201331.0,40555.0,505611.0,39.91
2020-05-07,2020,5,2,Spring,Thursday,1256038.0,253925.0,92519.0,23971.0,370415.0,29.49
2020-05-08,2020,5,2,Spring,Friday,1203373.0,253178.0,49556.0,23004.0,325738.0,27.07
2020-05-09,2020,5,2,Spring,Saturday,1058848.0,203286.0,73010.0,1758.0,278054.0,26.26
2020-05-10,2020,5,2,Spring,Sunday,990281.0,163642.0,193923.0,83796.0,441361.0,44.57
