date,year,month,quarter,season,weekday,consumption_mwh,solar_mwh,wind_onshore_mwh,wind_offshore_mwh,renewable_total_mwh,renewable_share_pct
2018-12-05,2018,12,4,Winter,Wednesday,1578884.0,32668.0,267066.0,79837.0,379571.0,24.04
2018-12-06,2018,12,4,Winter,Thursday,1581271.0,10874.0,408524.0,92254.0,511652.0,32.36
2018-12-07,2018,12,4,Winter,Friday,1560233.0,11698.0,689866.0,97467.0,799031.0,51.21
2018-12-08,2018,12,4,Winter,Saturday,1374452.0,18137.0,893637.0,105262.0,1017036.0,74.0
2018-12-09,2018,12,4,Winter,Sunday,1269843.0,11513.0,779632.0,108417.0,899562.0,70.84
2018-12-10,2018,12,4,Winter,Monday,1598131.0,23727.0,747283.0,94785.0,865795.0,54.18
2018-12-11,2018,12,4,Winter,Tuesday,1596176.0,18571.0,401493.0,74562.0,494626.0,30.99
2018-12-12,2018,12,4,Winter,Wednesday,1575496.0,17306.0,123138.0,44113.0,184557.0,11.71
2018-12-13,2018,12,4,Winter,Thursday,1593433.0,19737.0,192918.0,70122.0,282777.0,17.75
2018-12-14,2018,12,4,Winter,Friday,1575088.0,9677.0,117226.0,48570.0,175473.0,11.14
2018-12-15,2018,12,4,Winter,Saturday,1384575.0,9248.0,195687.0,88005.0,292940.0,21.16
2018-12-16,2018,12,4,Winter,Sunday,1302009.0,7829.0,222831.0,71998.0,302658.0,23.25
2018-12-17,2018,12,4,Winter,Monday,1530032.0,12758.0,159856.0,33772.0,206386.0,13.49
2018-12-18,2018,12,4,Winter,Tuesday,1556582.0,31158.0,269900.0,73471.0,374529.0,24.06
2018-12-19,2018,12,4,Winter,Wednesday,1569210.0,9889.0,347976.0,109785.0,467650.0,29.8
2018-12-20,2018,12,4,Winter,Thursday,1511565.0,18420.0,306607.0,72368.0,397395.0,26.29
2018-12-21,2018,12,4,Winter,Friday,1434216.0,6573.0,678585.0,75843.0,761001.0,53.06
2018-12-22,2018,12,4,Winter,Saturday,1238788.0,11551.0,485084.0,34243.0,530878.0,42.85
2018-12-23,2018,12,4,Winter,Sunday,1140245.0,9498.0,353139.0,51911.0,414548.0,36.36
2018-12-24,2018,12,4,Winter,Monday,1130752.0,19312.0,295225.0,61527.0,376064.0,33.26
2018-12-25,2018,12,4,Winter,Tuesday,1097551.0,18841.0,439872.0,112873.0,571586.0,52.08
2018-12-26,2018,12,4,Winter,Wednesday,1127190.0,24225.0,312471.0,90736.0,427432.0,37.92
2018-12-27,2018,12,4,Winter,Thursday,1266525.0,27663.0,207716.0,75093.0,310472.0,24.51
2018-12-28,2018,12,4,Winter,Friday,1263661.0,27556.0,177864.0,50902.0,256322.0,20.28
2018-12-29,2018,12,4,Winter,Saturday,1227454.0,10390.0,447108.0,85985.0,543483.0,44.28
2018-12-30,2018,12,4,Winter,Sunday,1131565.0,12451.0,502814.0,62853.0,578118.0,51.09
2018-12-31,2018,12,4,Winter,Monday,1148098.0,9327.0,187153.0,57980.0,254460.0,22.16
2019-01-01,2019,1,1,Winter,Tuesday,1096818.0,10091.0,761824.0,53411.0,825326.0,75.25
2019-01-02,2019,1,1,Winter,Wednesday,1387561.0,31118.0,588909.0,77700.0,697727.0,50.28
2019-01-03,2019,1,1,Winter,Thursday,1450347.0,22529.0,226316.0,62504.0,311349.0,21.47
2019-01-04,2019,1,1,Winter,Friday,1465718.0,9581.0,459735.0,90405.0,559721.0,38.19
2019-01-05,2019,1,1,Winter,Saturday,1302064.0,6806.0,506590.0,89140.0,602536.0,46.28
2019-01-06,2019,1,1,Winter,Sunday,1188781.0,11843.0,182399.0,63589.0,257831.0,21.69
2019-01-07,2019,1,1,Winter,Monday,1505437.0,10431.0,394558.0,71360.0,476349.0,31.64
2019-01-08,2019,1,1,Winter,Tuesday,1592422.0,13495.0,873241.0,89002.0,975738.0,61.27
2019-01-09,2019,1,1,Winter,Wednesday,1605541.0,13002.0,652936.0,107480.0,773418.0,48.17
2019-01-10,2019,1,1,Winter,Thursday,1553378.0,10977.0,150293.0,22624.0,183894.0,11.84
2019-01-11,2019,1,1,Winter,Friday,1586661.0,5340.0,406464.0,104246.0,516050.0,32.52
2019-01-12,2019,1,1,Winter,Saturday,1354625.0,6872.0,623713.0,107399.0,737984.0,54.48
2019-01-13,2019,1,1,Winter,Sunday,1280466.0,6074.0,799834.0,107326.0,913234.0,71.32
2019-01-14,2019,1,1,Winter,Monday,1580879.0,25280.0,725672.0,104157.0,855109.0,54.09
2019-01-15,2019,1,1,Winter,Tuesday,1597212.0,15105.0,746804.0,82664.0,844573.0,52.88
2019-01-16,2019,1,1,Winter,Wednesday,1587297.0,31044.0,620478.0,108436.0,759958.0,47.88
2019-01-17,2019,1,1,Winter,Thursday,1598738.0,20161.0,623019.0,114746.0,757926.0,47.41
2019-01-18,2019,1,1,Winter,Friday,1539861.0,47412.0,209162.0,29213.0,285787.0,18.56
2019-01-19,2019,1,1,Winter,Saturday,1331773.0,63099.0,107449.0,27880.0,198428.0,14.9
2019-01-20,2019,1,1,Winter,Sunday,1251387.0,53513.0,49141.0,10139.0,112793.0,9.01
2019-01-21,2019,1,1,Winter,Monday,1565741.0,51716.0,93808.0,39588.0,185112.0,11.82
2019-01-22,2019,1,1,Winter,Tuesday,1629258.0,37538.0,198611.0,98535.0,334684.0,20.54
2019-01-23,2019,1,1,Winter,Wednesday,1636406.0,27037.0,130684.0,30923.0,188644.0,11.53
2019-01-24,2019,1,1,Winter,Thursday,1614503.0,14512.0,33004.0,15151.0,62667.0,3.88
2019-01-25,2019,1,1,Winter,Friday,1596455.0,16236.0,139997.0,59925.0,216158.0,13.54
2019-01-26,2019,1,1,Winter,Saturday,1387756.0,11533.0,436936.0,70379.0,518848.0,37.39
2019-01-27,2019,1,1,Winter,Sunday,1252499.0,23961.0,499974.0,78139.0,602074.0,48.07
2019-01-28,2019,1,1,Winter,Monday,1564525.0,24378.0,419137.0,76791.0,520306.0,33.26
2019-01-29,2019,1,1,Winter,Tuesday,1573591.0,35955.0,262125.0,83476.0,381556.0,24.25
2019-01-30,2019,1,1,Winter,Wednesday,1581907.0,33922.0,370422.0,74969.0,479313.0,30.3
2019-01-31,2019,1,1,Winter,Thursday,1568665.0,54459.0,187543.0,63484.0,305486.0,19.47
2019-02-01,2019,2,1,Winter,Friday,1567726.0,20369.0,247211.0,93316.0,360896.0,23.02
2019-02-02,2019,2,1,Winter,Saturday,1324352.0,20033.0,83898.0,33793.0,137724.0,10.4
2019-02-03,2019,2,1,Winter,Sunday,1250147.0,19587.0,227524.0,64662.0,311773.0,24.94
2019-02-04,2019,2,1,Winter,Monday,1554441.0,56587.0,396685.0,96976.0,550248.0,35.4
2019-02-05,2019,2,1,Winter,Tuesday,1590847.0,35248.0,269832.0,81336.0,386416.0,24.29
2019-02-06,2019,2,1,Winter,Wednesday,1573666.0,54640.0,274250.0,87831.0,416721.0,26.48
2019-02-07,2019,2,1,Winter,Thursday,1600480.0,27671.0,531236.0,85971.0,644878.0,40.29
2019-02-08,2019,2,1,Winter,Friday,1560224.0,55579.0,675626.0,106722.0,837927.0,53.71
2019-02-09,2019,2,1,Winter,Saturday,1356901.0,57346.0,840409.0,87089.0,984844.0,72.58
2019-02-10,2019,2,1,Winter,Sunday,1239843.0,25343.0,713088.0,80413.0,818844.0,66.04
2019-02-11,2019,2,1,Winter,Monday,1576908.0,40097.0,705721.0,85204.0,831022.0,52.7
2019-02-12,2019,2,1,Winter,Tuesday,1567663.0,46594.0,384948.0,79511.0,511053.0,32.6
2019-02-13,2019,2,1,Winter,Wednesday,1572777.0,72097.0,351899.0,106254.0,530250.0,33.71
2019-02-14,2019,2,1,Winter,Thursday,1535395.0,102957.0,124301.0,60060.0,287318.0,18.71
2019-02-15,2019,2,1,Winter,Friday,1508118.0,126463.0,161201.0,55172.0,342836.0,22.73
2019-02-16,2019,2,1,Winter,Saturday,1280431.0,127754.0,272899.0,100475.0,501128.0,39.14
2019-02-17,2019,2,1,Winter,Sunday,1172941.0,121886.0,152677.0,66317.0,340880.0,29.06
2019-02-18,2019,2,1,Winter,Monday,1479719.0,130737.0,192265.0,66921.0,389923.0,26.35
2019-02-19,2019,2,1,Winter,Tuesday,1542973.0,66616.0,463625.0,115209.0,645450.0,41.83
2019-02-20,2019,2,1,Winter,Wednesday,1518220.0,75160.0,262329.0,104582.0,442071.0,29.12
2019-02-21,2019,2,1,Winter,Thursday,1511198.0,63606.0,326439.0,86405.0,476450.0,31.53
2019-02-22,2019,2,1,Winter,Friday,1491577.0,47569.0,199586.0,37463.0,284618.0,19.08
2019-02-23,2019,2,1,Winter,Saturday,1278690.0,128440.0,177036.0,34953.0,340429.0,26.62
2019-02-24,2019,2,1,Winter,Sunday,1168166.0,127709.0,84783.0,15099.0,227591.0,19.48
2019-02-25,2019,2,1,Winter,Monday,1450753.0,138888.0,100798.0,17178.0,256864.0,17.71
2019-02-26,2019,2,1,Winter,Tuesday,1480463.0,131282.0,71937.0,8459.0,211678.0,14.3
2019-02-27,2019,2,1,Winter,Wednesday,1489008.0,149453.0,155526.0,46356.0,351335.0,23.6
2019-02-28,2019,2,1,Winter,Thursday,1480399.0,121550.0,391699.0,32824.0,546073.0,36.89
2019-03-01,2019,3,1,Spring,Friday,1474216.0,31872.0,172395.0,37410.0,241677.0,16.39
2019-03-02,2019,3,1,Spring,Saturday,1267024.0,35212.0,216068.0,63187.0,314467.0,24.82
2019-03-03,2019,3,1,Spring,Sunday,1183083.0,48659.0,736363.0,109575.0,894597.0,75.62
2019-03-04,2019,3,1,Spring,Monday,1471039.0,60335.0,854153.0,90273.0,1004761.0,68.3
2019-03-05,2019,3,1,Spring,Tuesday,1499879.0,70024.0,647460.0,87470.0,804954.0,53.67
2019-03-06,2019,3,1,Spring,Wednesday,1493381.0,100057.0,494463.0,115059.0,709579.0,47.51
2019-03-07,2019,3,1,Spring,Thursday,1510107.0,69869.0,743176.0,122088.0,935133.0,61.92
2019-03-08,2019,3,1,Spring,Friday,1480475.0,83474.0,675867.0,118278.0,877619.0,59.28
2019-03-09,2019,3,1,Spring,Saturday,1284165.0,59287.0,811227.0,113882.0,984396.0,76.66
2019-03-10,2019,3,1,Spring,Sunday,1171434.0,51349.0,478875.0,58088.0,588312.0,50.22
2019-03-11,2019,3,1,Spring,Monday,1497809.0,66667.0,572809.0,64226.0,703702.0,46.98
2019-03-12,2019,3,1,Spring,Tuesday,1504038.0,110939.0,589142.0,115529.0,815610.0,54.23
2019-03-13,2019,3,1,Spring,Wednesday,1547063.0,79842.0,846591.0,108064.0,1034497.0,66.87
2019-03-14,2019,3,1,Spring,Thursday,1551258.0,34122.0,765597.0,125610.0,925329.0,59.65
2019-03-15,2019,3,1,Spring,Friday,1521453.0,36130.0,793300.0,124188.0,953618.0,62.68
2019-03-16,2019,3,1,Spring,Saturday,1273487.0,53092.0,664894.0,116959.0,834945.0,65.56
2019-03-17,2019,3,1,Spring,Sunday,1198149.0,103203.0,665809.0,109516.0,878528.0,73.32
2019-03-18,2019,3,1,Spring,Monday,1494305.0,101952.0,600466.0,103724.0,806142.0,53.95
2019-03-19,2019,3,1,Spring,Tuesday,1497908.0,135391.0,158085.0,39392.0,332868.0,22.22
2019-03-20,2019,3,1,Spring,Wednesday,1481712.0,160746.0,172185.0,75586.0,408517.0,27.57
2019-03-21,2019,3,1,Spring,Thursday,1460821.0,165043.0,132269.0,85004.0,382316.0,26.17
2019-03-22,2019,3,1,Spring,Friday,1421133.0,164432.0,90556.0,29810.0,284798.0,20.04
2019-03-23,2019,3,1,Spring,Saturday,1212556.0,155150.0,147606.0,42391.0,345147.0,28.46
2019-03-24,2019,3,1,Spring,Sunday,1116658.0,137484.0,133785.0,59591.0,330860.0,29.63
2019-03-25,2019,3,1,Spring,Monday,1454777.0,109078.0,464026.0,119666.0,692770.0,47.62
2019-03-26,2019,3,1,Spring,Tuesday,1477696.0,85996.0,360763.0,91525.0,538284.0,36.43
2019-03-27,2019,3,1,Spring,Wednesday,1464563.0,91979.0,183916.0,60153.0,336048.0,22.95
2019-03-28,2019,3,1,Spring,Thursday,1443308.0,102484.0,96927.0,15653.0,215064.0,14.9
2019-03-29,2019,3,1,Spring,Friday,1396554.0,174860.0,90236.0,54764.0,319860.0,22.9
2019-03-30,2019,3,1,Spring,Saturday,1184709.0,204365.0,124298.0,34183.0,362846.0,30.63
2019-03-31,2019,3,1,Spring,Sunday,1116007.0,168900.0,215044.0,53298.0,437242.0,39.18
2019-04-01,2019,4,2,Spring,Monday,1403002.0,214223.0,284270.0,36762.0,535255.0,38.15
2019-04-02,2019,4,2,Spring,Tuesday,1458393.0,176227.0,350992.0,89394.0,616613.0,42.28
2019-04-03,2019,4,2,Spring,Wednesday,1445235.0,119340.0,154831.0,29226.0,303397.0,20.99
2019-04-04,2019,4,2,Spring,Thursday,1457117.0,106582.0,133217.0,26228.0,266027.0,18.26
2019-04-05,2019,4,2,Spring,Friday,1435695.0,79476.0,77593.0,42705.0,199774.0,13.91
2019-04-06,2019,4,2,Spring,Saturday,1187166.0,173180.0,158121.0,37009.0,368310.0,31.02
2019-04-07,2019,4,2,Spring,Sunday,1094280.0,186998.0,147249.0,15540.0,349787.0,31.97
2019-04-08,2019,4,2,Spring,Monday,1399265.0,145576.0,152975.0,71550.0,370101.0,26.45
2019-04-09,2019,4,2,Spring,Tuesday,1446354.0,145910.0,233335.0,56567.0,435812.0,30.13
2019-04-10,2019,4,2,Spring,Wednesday,1448945.0,154261.0,259079.0,47495.0,460835.0,31.8
2019-04-11,2019,4,2,Spring,Thursday,1440596.0,150207.0,204845.0,18066.0,373118.0,25.9
2019-04-12,2019,4,2,Spring,Friday,1428133.0,112023.0,164631.0,33540.0,310194.0,21.72
2019-04-13,2019,4,2,Spring,Saturday,1231670.0,122773.0,198711.0,85624.0,407108.0,33.05
2019-04-14,2019,4,2,Spring,Sunday,1141720.0,115318.0,236794.0,85198.0,437310.0,38.3
2019-04-15,2019,4,2,Spring,Monday,1398070.0,225365.0,291674.0,99225.0,616264.0,44.08
2019-04-16,2019,4,2,Spring,Tuesday,1441097.0,221233.0,318403.0,109315.0,648951.0,45.03
2019-04-17,2019,4,2,Spring,Wednesday,1424497.0,201037.0,289226.0,107873.0,598136.0,41.99
2019-04-18,2019,4,2,Spring,Thursday,1367387.0,234750.0,369111.0,104166.0,708027.0,51.78
2019-04-19,2019,4,2,Spring,Friday,1059125.0,238016.0,256259.0,58640.0,552915.0,52.2
2019-04-20,2019,4,2,Spring,Saturday,1044815.0,238193.0,154224.0,19232.0,411649.0,39.4
2019-04-21,2019,4,2,Spring,Sunday,943261.0,239745.0,134794.0,21180.0,395719.0,41.95
2019-04-22,2019,4,2,Spring,Monday,1013166.0,236687.0,436559.0,94304.0,767550.0,75.76
2019-04-23,2019,4,2,Spring,Tuesday,1365201.0,186883.0,629407.0,117463.0,933753.0,68.4
2019-04-24,2019,4,2,Spring,Wednesday,1388289.0,207951.0,385468.0,122232.0,715651.0,51.55
2019-04-25,2019,4,2,Spring,Thursday,1394648.0,211871.0,280043.0,51012.0,542926.0,38.93
2019-04-26,2019,4,2,Spring,Friday,1380617.0,108075.0,251606.0,20384.0,380065.0,27.53
2019-04-27,2019,4,2,Spring,Saturday,1161582.0,126033.0,222222.0,42353.0,390608.0,33.63
2019-04-28,2019,4,2,Spring,Sunday,1089071.0,133506.0,101683.0,10144.0,245333.0,22.53
2019-04-29,2019,4,2,Spring,Monday,1403843.0,101918.0,235447.0,36608.0,373973.0,26.64
2019-04-30,2019,4,2,Spring,Tuesday,1368016.0,197997.0,148304.0,23024.0,369325.0,27.0
2019-05-01,2019,5,2,Spring,Wednesday,1073955.0,186968.0,225058.0,68033.0,480059.0,44.7
2019-05-02,2019,5,2,Spring,Thursday,1381411.0,165541.0,358887.0,102681.0,627109.0,45.4
2019-05-03,2019,5,2,Spring,Friday,1387251.0,125887.0,302837.0,96913.0,525637.0,37.89
2019-05-04,2019,5,2,Spring,Saturday,1195601.0,116456.0,228178.0,87309.0,431943.0,36.13
2019-05-05,2019,5,2,Spring,Sunday,1114616.0,153198.0,165859.0,88825.0,407882.0,36.59
2019-05-06,2019,5,2,Spring,Monday,1433576.0,140552.0,238636.0,95967.0,475155.0,33.14
2019-05-07,2019,5,2,Spring,Tuesday,1429747.0,174983.0,91364.0,32355.0,298702.0,20.89
2019-05-08,2019,5,2,Spring,Wednesday,1445616.0,113906.0,292720.0,65121.0,471747.0,32.63
2019-05-09,2019,5,2,Spring,Thursday,1428327.0,143072.0,193632.0,48403.0,385107.0,26.96
2019-05-10,2019,5,2,Spring,Friday,1400467.0,144461.0,181309.0,29548.0,355318.0,25.37
2019-05-11,2019,5,2,Spring,Saturday,1183398.0,109651.0,250078.0,33631.0,393360.0,33.24
2019-05-12,2019,5,2,Spring,Sunday,1090830.0,180037.0,327045.0,65350.0,572432.0,52.48
2019-05-13,2019,5,2,Spring,Monday,1377554.0,238401.0,252556.0,26859.0,517816.0,37.59
2019-05-14,2019,5,2,Spring,Tuesday,1414190.0,205973.0,238829.0,8270.0,453072.0,32.04
2019-05-15,2019,5,2,Spring,Wednesday,1430392.0,179285.0,219658.0,15283.0,414226.0,28.96
2019-05-16,2019,5,2,Spring,Thursday,1451440.0,96399.0,207660.0,73094.0,377153.0,25.98
2019-05-17,2019,5,2,Spring,Friday,1404035.0,170625.0,110467.0,67773.0,348865.0,24.85
2019-05-18,2019,5,2,Spring,Saturday,1148233.0,232755.0,109361.0,38856.0,380972.0,33.18
2019-05-19,2019,5,2,Spring,Sunday,1062136.0,207598.0,110695.0,28208.0,346501.0,32.62
2019-05-20,2019,5,2,Spring,Monday,1388963.0,101131.0,180766.0,24370.0,306267.0,22.05
2019-05-21,2019,5,2,Spring,Tuesday,1438244.0,84301.0,321923.0,68488.0,474712.0,33.01
2019-05-22,2019,5,2,Spring,Wednesday,1422855.0,101357.0,333457.0,55209.0,490023.0,34.44
2019-05-23,2019,5,2,Spring,Thursday,1401336.0,239989.0,72245.0,50378.0,362612.0,25.88
2019-05-24,2019,5,2,Spring,Friday,1376215.0,227101.0,153117.0,54969.0,435187.0,31.62
2019-05-25,2019,5,2,Spring,Saturday,1136885.0,173424.0,113795.0,40111.0,327330.0,28.79
2019-05-26,2019,5,2,Spring,Sunday,1066321.0,194033.0,300979.0,104954.0,599966.0,56.27
2019-05-27,2019,5,2,Spring,Monday,1375228.0,153065.0,207842.0,96591.0,457498.0,33.27
2019-05-28,2019,5,2,Spring,Tuesday,1392758.0,121567.0,120478.0,28549.0,270594.0,19.43
2019-05-29,2019,5,2,Spring,Wednesday,1359629.0,183074.0,92144.0,33362.0,308580.0,22.7
2019-05-30,2019,5,2,Spring,Thursday,1098232.0,190349.0,274907.0,113691.0,578947.0,52.72
2019-05-31,2019,5,2,Spring,Friday,1208274.0,167988.0,130322.0,48890.0,347200.0,28.74
2019-06-01,2019,6,2,Summer,Saturday,1125061.0,244565.0,90546.0,45971.0,381082.0,33.87
2019-06-02,2019,6,2,Summer,Sunday,1060697.0,255446.0,163038.0,47577.0,466061.0,43.94
2019-06-03,2019,6,2,Summer,Monday,1391106.0,211204.0,162481.0,35009.0,408694.0,29.38
2019-06-04,2019,6,2,Summer,Tuesday,1417668.0,235851.0,154134.0,44262.0,434247.0,30.63
2019-06-05,2019,6,2,Summer,Wednesday,1436944.0,235071.0,188154.0,59192.0,482417.0,33.57
2019-06-06,2019,6,2,Summer,Thursday,1413796.0,134830.0,267279.0,59997.0,462106.0,32.69
2019-06-07,2019,6,2,Summer,Friday,1350290.0,241215.0,242677.0,47295.0,531187.0,39.34
2019-06-08,2019,6,2,Summer,Saturday,1147699.0,188873.0,505038.0,100161.0,794072.0,69.19
2019-06-09,2019,6,2,Summer,Sunday,1003228.0,222510.0,142511.0,46038.0,411059.0,40.97
2019-06-10,2019,6,2,Summer,Monday,1042265.0,150683.0,139146.0,92159.0,381988.0,36.65
2019-06-11,2019,6,2,Summer,Tuesday,1355124.0,162768.0,90046.0,53334.0,306148.0,22.59
2019-06-12,2019,6,2,Summer,Wednesday,1415588.0,139643.0,164838.0,39831.0,344312.0,24.32
2019-06-13,2019,6,2,Summer,Thursday,1376290.0,229378.0,194004.0,64641.0,488023.0,35.46
2019-06-14,2019,6,2,Summer,Friday,1369666.0,214389.0,160938.0,39359.0,414686.0,30.28
2019-06-15,2019,6,2,Summer,Saturday,1163830.0,189810.0,284236.0,50910.0,524956.0,45.11
2019-06-16,2019,6,2,Summer,Sunday,1061404.0,152438.0,65181.0,39690.0,257309.0,24.24
2019-06-17,2019,6,2,Summer,Monday,1376219.0,240804.0,63561.0,29356.0,333721.0,24.25
2019-06-18,2019,6,2,Summer,Tuesday,1425259.0,238621.0,103592.0,12124.0,354337.0,24.86
2019-06-19,2019,6,2,Summer,Wednesday,1410499.0,226365.0,126796.0,24800.0,377961.0,26.8
2019-06-20,2019,6,2,Summer,Thursday,1185595.0,161656.0,126094.0,16713.0,304463.0,25.68
2019-06-21,2019,6,2,Summer,Friday,1258364.0,204376.0,78224.0,18513.0,301113.0,23.93
2019-06-22,2019,6,2,Summer,Saturday,1123620.0,190931.0,162374.0,9063.0,362368.0,32.25
2019-06-23,2019,6,2,Summer,Sunday,1047368.0,223726.0,203675.0,64263.0,491664.0,46.94
2019-06-24,2019,6,2,Summer,Monday,1400394.0,258795.0,232929.0,107072.0,598796.0,42.76
2019-06-25,2019,6,2,Summer,Tuesday,1452484.0,248351.0,147074.0,43764.0,439189.0,30.24
2019-06-26,2019,6,2,Summer,Wednesday,1470478.0,243542.0,215820.0,82718.0,542080.0,36.86
2019-06-27,2019,6,2,Summer,Thursday,1439206.0,239680.0,254270.0,76352.0,570302.0,39.63
2019-06-28,2019,6,2,Summer,Friday,1371199.0,250958.0,67398.0,12829.0,331185.0,24.15
2019-06-29,2019,6,2,Summer,Saturday,1164383.0,264538.0,63899.0,15642.0,344079.0,29.55
2019-06-30,2019,6,2,Summer,Sunday,1102344.0,253267.0,259892.0,85317.0,598476.0,54.29
2019-07-01,2019,7,3,Summer,Monday,1430959.0,196800.0,292442.0,104557.0,593799.0,41.5
2019-07-02,2019,7,3,Summer,Tuesday,1412412.0,217660.0,294735.0,91782.0,604177.0,42.78
2019-07-03,2019,7,3,Summer,Wednesday,1404258.0,228262.0,201545.0,81006.0,510813.0,36.38
2019-07-04,2019,7,3,Summer,Thursday,1411509.0,248447.0,197241.0,107271.0,552959.0,39.18
2019-07-05,2019,7,3,Summer,Friday,1384620.0,190638.0,218288.0,60631.0,469557.0,33.91
2019-07-06,2019,7,3,Summer,Saturday,1165857.0,184714.0,267201.0,99261.0,551176.0,47.28
2019-07-07,2019,7,3,Summer,Sunday,1060563.0,148754.0,278964.0,99123.0,526841.0,49.68
2019-07-08,2019,7,3,Summer,Monday,1365873.0,161948.0,204131.0,62173.0,428252.0,31.35
2019-07-09,2019,7,3,Summer,Tuesday,1385235.0,176794.0,177765.0,60826.0,415385.0,29.99
2019-07-10,2019,7,3,Summer,Wednesday,1373811.0,233621.0,90597.0,28031.0,352249.0,25.64
2019-07-11,2019,7,3,Summer,Thursday,1380383.0,122442.0,44863.0,8429.0,175734.0,12.73
2019-07-12,2019,7,3,Summer,Friday,1367995.0,142249.0,86213.0,10816.0,239278.0,17.49
2019-07-13,2019,7,3,Summer,Saturday,1144195.0,136184.0,160425.0,41161.0,337770.0,29.52
2019-07-14,2019,7,3,Summer,Sunday,1039080.0,131050.0,97318.0,44589.0,272957.0,26.27
2019-07-15,2019,7,3,Summer,Monday,1343060.0,147970.0,151565.0,59300.0,358835.0,26.72
2019-07-16,2019,7,3,Summer,Tuesday,1375523.0,184027.0,182434.0,48719.0,415180.0,30.18
2019-07-17,2019,7,3,Summer,Wednesday,1362958.0,207209.0,33062.0,2841.0,243112.0,17.84
2019-07-18,2019,7,3,Summer,Thursday,1379032.0,215277.0,54675.0,22203.0,292155.0,21.19
2019-07-19,2019,7,3,Summer,Friday,1347797.0,157724.0,68890.0,13911.0,240525.0,17.85
2019-07-20,2019,7,3,Summer,Saturday,1136874.0,204023.0,186922.0,67087.0,458032.0,40.29
2019-07-21,2019,7,3,Summer,Sunday,1044766.0,190784.0,202811.0,59614.0,453209.0,43.38
2019-07-22,2019,7,3,Summer,Monday,1342345.0,197761.0,88190.0,78484.0,364435.0,27.15
2019-07-23,2019,7,3,Summer,Tuesday,1374012.0,247128.0,61244.0,10966.0,319338.0,23.24
2019-07-24,2019,7,3,Summer,Wednesday,1395979.0,242294.0,101611.0,45612.0,389517.0,27.9
2019-07-25,2019,7,3,Summer,Thursday,1410417.0,233038.0,136210.0,32260.0,401508.0,28.47
2019-07-26,2019,7,3,Summer,Friday,1386569.0,226362.0,273850.0,92712.0,592924.0,42.76
2019-07-27,2019,7,3,Summer,Saturday,1141755.0,177701.0,308711.0,111133.0,597545.0,52.34
2019-07-28,2019,7,3,Summer,Sunday,1055716.0,136638.0,152655.0,63320.0,352613.0,33.4
2019-07-29,2019,7,3,Summer,Monday,1337166.0,137290.0,87921.0,8958.0,234169.0,17.51
2019-07-30,2019,7,3,Summer,Tuesday,1380315.0,174199.0,73721.0,13491.0,261411.0,18.94
2019-07-31,2019,7,3,Summer,Wednesday,1361273.0,135598.0,113719.0,33788.0,283105.0,20.8
2019-08-01,2019,8,3,Summer,Thursday,1330420.0,192599.0,41257.0,17695.0,251551.0,18.91
2019-08-02,2019,8,3,Summer,Friday,1305059.0,163311.0,47700.0,16061.0,227072.0,17.4
2019-08-03,2019,8,3,Summer,Saturday,1086431.0,159695.0,76185.0,18881.0,254761.0,23.45
2019-08-04,2019,8,3,Summer,Sunday,1001209.0,207061.0,44157.0,9925.0,261143.0,26.08
2019-08-05,2019,8,3,Summer,Monday,1278038.0,143358.0,91004.0,19073.0,253435.0,19.83
2019-08-06,2019,8,3,Summer,Tuesday,1315792.0,165692.0,123305.0,28684.0,317681.0,24.14
2019-08-07,2019,8,3,Summer,Wednesday,1324101.0,107222.0,153198.0,47830.0,308250.0,23.28
2019-08-08,2019,8,3,Summer,Thursday,1326621.0,197432.0,247484.0,72361.0,517277.0,38.99
2019-08-09,2019,8,3,Summer,Friday,1318758.0,170100.0,145394.0,57799.0,373293.0,28.31
2019-08-10,2019,8,3,Summer,Saturday,1132402.0,130177.0,484289.0,104323.0,718789.0,63.47
2019-08-11,2019,8,3,Summer,Sunday,1043489.0,204194.0,251741.0,115985.0,571920.0,54.81
2019-08-12,2019,8,3,Summer,Monday,1299034.0,132077.0,181633.0,76291.0,390001.0,30.02
2019-08-13,2019,8,3,Summer,Tuesday,1313675.0,161224.0,219750.0,36653.0,417627.0,31.79
2019-08-14,2019,8,3,Summer,Wednesday,1293651.0,200403.0,123883.0,51962.0,376248.0,29.08
2019-08-15,2019,8,3,Summer,Thursday,1302132.0,111537.0,311024.0,80656.0,503217.0,38.65
2019-08-16,2019,8,3,Summer,Friday,1261131.0,183568.0,155101.0,56147.0,394816.0,31.31
2019-08-17,2019,8,3,Summer,Saturday,1100024.0,98425.0,320113.0,71294.0,489832.0,44.53
2019-08-18,2019,8,3,Summer,Sunday,1024433.0,155085.0,214282.0,57199.0,426566.0,41.64
2019-08-19,2019,8,3,Summer,Monday,1317017.0,160028.0,208646.0,80383.0,449057.0,34.1
2019-08-20,2019,8,3,Summer,Tuesday,1325529.0,109482.0,99292.0,45878.0,254652.0,19.21
2019-08-21,2019,8,3,Summer,Wednesday,1310217.0,198693.0,53751.0,20206.0,272650.0,20.81
2019-08-22,2019,8,3,Summer,Thursday,1316373.0,215331.0,91823.0,55238.0,362392.0,27.53
2019-08-23,2019,8,3,Summer,Friday,1299613.0,210878.0,75926.0,20815.0,307619.0,23.67
