ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,yhat_smooth
2018-12-15,1364659.7693329304,1195166.3069895788,1357671.9379199503,1364659.7693329304,1364659.7693329304,-89983.25990160224,-89983.25990160224,-89983.25990160224,-138825.7819062328,-138825.7819062328,-138825.7819062328,48842.52200463054,48842.52200463054,48842.52200463054,0.0,0.0,0.0,1274676.5094313282,1461769.999668132
2018-12-16,1364598.8314521373,1091943.6595044646,1251652.6032812393,1364598.8314521373,1364598.8314521373,-193398.5370063275,-193398.5370063275,-193398.5370063275,-224962.30253826219,-224962.30253826219,-224962.30253826219,31563.76553193468,31563.76553193468,31563.76553193468,0.0,0.0,0.0,1171200.29444581,1446154.731310242
2018-12-17,1364537.8935713442,1352039.7023348361,1508429.304257445,1364537.8935713442,1364537.8935713442,63510.28344562001,63510.28344562001,63510.28344562001,49070.59991624668,49070.59991624668,49070.59991624668,14439.683529373335,14439.683529373335,14439.683529373335,0.0,0.0,0.0,1428048.1770169642,1429893.1459303708
2018-12-18,1364476.955690551,1374280.6691622536,1529980.120041367,1364476.955690551,1364476.955690551,86461.90532816136,86461.90532816136,86461.90532816136,88702.12415672708,88702.12415672708,88702.12415672708,-2240.2188285656857,-2240.2188285656857,-2240.2188285656857,0.0,0.0,0.0,1450938.8610187124,1413242.7933415887
2018-12-19,1364416.017809758,1353308.2201530135,1516087.5416867717,1364416.017809758,1364416.017809758,72632.41308748863,72632.41308748863,72632.41308748863,90823.2884911085,90823.2884911085,90823.2884911085,-18190.87540361986,-18190.87540361986,-18190.87540361986,0.0,0.0,0.0,1437048.4308972466,1396473.3945523675
2018-12-20,1364355.0799289648,1341284.9227387563,1491817.332217622,1364355.0799289648,1364355.0799289648,48933.471445353156,48933.471445353156,48933.471445353156,82070.98430785343,82070.98430785343,82070.98430785343,-33137.512862500276,-33137.512862500276,-33137.512862500276,0.0,0.0,0.0,1413288.551374318,1379861.5040215321
2018-12-21,1364294.142055807,1290505.798245854,1446593.7079642995,1364294.142055807,1364294.142055807,6299.765530346261,6299.765530346261,6299.765530346261,53121.087573125464,53121.087573125464,53121.087573125464,-46821.32204277922,-46821.32204277922,-46821.32204277922,0.0,0.0,0.0,1370593.9075861531,1363684.9616815045
2018-12-22,1364233.204182649,1083182.6205686172,1247733.6994069186,1364233.204182649,1364233.204182649,-197830.5968719155,-197830.5968719155,-197830.5968719155,-138825.78190653198,-138825.78190653198,-138825.78190653198,-59004.81496538355,-59004.81496538355,-59004.81496538355,0.0,0.0,0.0,1166402.6073107335,1348217.2613785625
2018-12-23,1364172.2663094911,988826.7412946316,1149497.443656073,1364172.2663094911,1364172.2663094911,-294439.0451502981,-294439.0451502981,-294439.0451502981,-224962.30253819595,-224962.30253819595,-224962.30253819595,-69476.74261210211,-69476.74261210211,-69476.74261210211,0.0,0.0,0.0,1069733.221159193,1333721.9651947601
2018-12-24,1364111.3284363335,1251872.386153294,1412760.1314768028,1364111.3284363335,1364111.3284363335,-28985.858862677975,-28985.858862677975,-28985.858862677975,49070.599915941326,49070.599915941326,49070.599915941326,-78056.4587786193,-78056.4587786193,-78056.4587786193,0.0,0.0,0.0,1335125.4695736554,1320447.292702859
2018-12-25,1364050.3905631755,1285737.589068384,1453305.4681198788,1364050.3905631755,1364050.3905631755,4104.495786995391,4104.495786995391,4104.495786995391,88702.1241566943,88702.1241566943,88702.1241566943,-84597.62836969891,-84597.62836969891,-84597.62836969891,0.0,0.0,0.0,1368154.886350171,1308621.010607353
2018-12-26,1363989.4526900176,1290543.4353612454,1447332.207246841,1363989.4526900176,1363989.4526900176,1832.0943913025988,1832.0943913025988,1832.0943913025988,90823.28849088789,90823.28849088789,90823.28849088789,-88991.1940995853,-88991.1940995853,-88991.1940995853,0.0,0.0,0.0,1365821.5470813203,1298445.741490792
2018-12-27,1363928.5148168597,1276870.391039864,1428403.3260563198,1363928.5148168597,1363928.5148168597,-9096.548991344838,-9096.548991344838,-9096.548991344838,82070.9843079378,82070.9843079378,82070.9843079378,-91167.53329928264,-91167.53329928264,-91167.53329928264,0.0,0.0,0.0,1354831.9658255149,1290094.8006981057
2018-12-28,1363867.5769437018,1245444.4511652659,1404689.0480787647,1363867.5769437018,1363867.5769437018,-37976.66839013776,-37976.66839013776,-37976.66839013776,53121.08757272677,53121.08757272677,53121.08757272677,-91097.75596286454,-91097.75596286454,-91097.75596286454,0.0,0.0,0.0,1325890.908553564,1283708.6579791645
2018-12-29,1363806.639070544,1056877.139324128,1215750.9198457277,1363806.639070544,1363806.639070544,-227619.8976993296,-227619.8976993296,-227619.8976993296,-138825.7819066297,-138825.7819066297,-138825.7819066297,-88794.11579269991,-88794.11579269991,-88794.11579269991,0.0,0.0,0.0,1136186.7413712144,1279392.1057020905
2018-12-30,1363745.701197386,976150.215888347,1126581.503057697,1363745.701197386,1363745.701197386,-309271.8298413272,-309271.8298413272,-309271.8298413272,-224962.3025382639,-224962.3025382639,-224962.3025382639,-84309.52730306335,-84309.52730306335,-84309.52730306335,0.0,0.0,0.0,1054473.8713560589,1277212.1985873568
2018-12-31,1363684.763324228,1255121.633392805,1414274.8825481983,1363684.763324228,1363684.763324228,-28665.60355330574,-28665.60355330574,-28665.60355330574,49070.59991610871,49070.59991610871,49070.59991610871,-77736.20346941445,-77736.20346941445,-77736.20346941445,0.0,0.0,0.0,1335019.1597709223,1277197.0114726808
2019-01-01,1363623.8254510702,1306303.7353813087,1457022.1738386124,1363623.8254510702,1363623.8254510702,19498.674734402877,19498.674734402877,19498.674734402877,88702.12415662524,88702.12415662524,88702.12415662524,-69203.44942222237,-69203.44942222237,-69203.44942222237,0.0,0.0,0.0,1383122.5001854731,1279335.2420205812
2019-01-02,1363562.8875779123,1315251.6794729794,1475230.7374096678,1363562.8875779123,1363562.8875779123,31948.62074456113,31948.62074456113,31948.62074456113,90823.28849099133,90823.28849099133,90823.28849099133,-58874.667746430205,-58874.667746430205,-58874.667746430205,0.0,0.0,0.0,1395511.5083224734,1283576.6650550314
2019-01-03,1363501.9497047544,1323063.1778444832,1479665.9905351182,1363501.9497047544,1363501.9497047544,35127.334756305856,35127.334756305856,35127.334756305856,82070.98430814708,82070.98430814708,82070.98430814708,-46943.64955184122,-46943.64955184122,-46943.64955184122,0.0,0.0,0.0,1398629.2844610603,1289833.4248601093
2019-01-04,1363441.0118315965,1299981.3808868288,1461720.464573681,1363441.0118315965,1363441.0118315965,19490.845413607847,19490.845413607847,19490.845413607847,53121.08757310335,53121.08757310335,53121.08757310335,-33630.24215949551,-33630.24215949551,-33630.24215949551,0.0,0.0,0.0,1382931.8572452043,1297982.131816058
2019-01-05,1363380.0739584386,1126548.4016880232,1283052.7337579029,1363380.0739584386,1363380.0739584386,-158001.28049364584,-158001.28049364584,-158001.28049364584,-138825.78190653352,-138825.78190653352,-138825.78190653352,-19175.498587112306,-19175.498587112306,-19175.498587112306,0.0,0.0,0.0,1205378.7934647927,1307866.7106865693
2019-01-06,1363319.1360852807,1056192.3996787344,1217547.870207676,1363319.1360852807,1363319.1360852807,-228798.72819632545,-228798.72819632545,-228798.72819632545,-224962.30253832694,-224962.30253832694,-224962.30253832694,-3836.425657998491,-3836.425657998491,-3836.425657998491,0.0,0.0,0.0,1134520.4078889552,1319301.930191269
2019-01-07,1363258.1982121228,1343433.6838631164,1502199.9276997088,1363258.1982121228,1363258.1982121228,61190.14369376032,61190.14369376032,61190.14369376032,49070.59991627611,49070.59991627611,49070.59991627611,12119.54377748421,12119.54377748421,12119.54377748421,0.0,0.0,0.0,1424448.341905883,1332077.5276391204
2019-01-08,1363197.2603389649,1400772.9788306772,1557633.3078574592,1363197.2603389649,1363197.2603389649,117122.34769364248,117122.34769364248,117122.34769364248,88702.12415670087,88702.12415670087,88702.12415670087,28420.223536941645,28420.223536941645,28420.223536941645,0.0,0.0,0.0,1480319.6080326075,1345962.8287601394
2019-01-09,1363136.322465807,1419269.6881655783,1582647.8433865153,1363136.322465807,1363136.322465807,135617.64705611623,135617.64705611623,135617.64705611623,90823.28849093274,90823.28849093274,90823.28849093274,44794.358565183495,44794.358565183495,44794.358565183495,0.0,0.0,0.0,1498753.9695219232,1360711.7517886322
2019-01-10,1363075.3845926488,1429746.173438422,1590782.0861780143,1363075.3845926488,1363075.3845926488,143048.17346654166,143048.17346654166,143048.17346654166,82070.98430791716,82070.98430791716,82070.98430791716,60977.1891586245,60977.1891586245,60977.1891586245,0.0,0.0,0.0,1506123.5580591904,1376068.076588365
2019-01-11,1363014.446719491,1409151.1685162624,1569639.909344004,1363014.446719491,1363014.446719491,129836.85496236481,129836.85496236481,129836.85496236481,53121.08757293835,53121.08757293835,53121.08757293835,76715.7673894265,76715.7673894265,76715.7673894265,0.0,0.0,0.0,1492851.3016818557,1391770.8543650296
2019-01-12,1362953.508846333,1235926.033532327,1392867.6439274622,1362953.508846333,1362953.508846333,-47051.87617124042,-47051.87617124042,-47051.87617124042,-138825.78190683274,-138825.78190683274,-138825.78190683274,91773.9057355923,91773.9057355923,91773.9057355923,0.0,0.0,0.0,1315901.6326750927,1407559.8313950724
2019-01-13,1362892.570973175,1163444.6563925943,1324691.8799989657,1362892.570973175,1362892.570973175,-119025.65411925712,-119025.65411925712,-119025.65411925712,-224962.3025383949,-224962.3025383949,-224962.3025383949,105936.6484191378,105936.6484191378,105936.6484191378,0.0,0.0,0.0,1243866.916853918,1423180.7612472102
2019-01-14,1362831.6331000172,1449365.3975044745,1608404.8034909167,1362831.6331000172,1362831.6331000172,168084.76898608517,168084.76898608517,168084.76898608517,49070.59991644349,49070.59991644349,49070.59991644349,119014.16906964166,119014.16906964166,119014.16906964166,0.0,0.0,0.0,1530916.4020861024,1438390.4841300987
2019-01-15,1362770.6952268595,1506559.0415295088,1663550.7382512519,1362770.6952268595,1362770.6952268595,219547.1378687101,219547.1378687101,219547.1378687101,88702.12415666813,88702.12415666813,88702.12415666813,130845.01371204197,130845.01371204197,130845.01371204197,0.0,0.0,0.0,1582317.8330955696,1452961.659139093
2019-01-16,1362709.7573537016,1515414.080079701,1674204.8754280498,1362709.7573537016,1362709.7573537016,232121.91379319876,232121.91379319876,232121.91379319876,90823.28849109594,90823.28849109594,90823.28849109594,141298.6253021028,141298.6253021028,141298.6253021028,0.0,0.0,0.0,1594831.6711469004,1466687.0450855184
2019-01-17,1362648.8194805437,1521019.7254352344,1679125.2260859478,1362648.8194805437,1362648.8194805437,232348.08894712516,232348.08894712516,232348.08894712516,82070.98430800154,82070.98430800154,82070.98430800154,150277.1046391236,150277.1046391236,150277.1046391236,0.0,0.0,0.0,1594996.908427669,1479383.2379953011
2019-01-18,1362587.8816073858,1494588.1292303877,1650504.4157293648,1362587.8816073858,1362587.8816073858,210837.26955115504,210837.26955115504,210837.26955115504,53121.087572773315,53121.087572773315,53121.087572773315,157716.1819783817,157716.1819783817,157716.1819783817,0.0,0.0,0.0,1573425.151158541,1490893.787920542
2019-01-19,1362526.943734228,1308027.3348227406,1465861.5408523735,1362526.943734228,1362526.943734228,24759.611624184872,24759.611624184872,24759.611624184872,-138825.78190672895,-138825.78190672895,-138825.78190672895,163585.39353091383,163585.39353091383,163585.39353091383,0.0,0.0,0.0,1387286.5553584127,1501091.634018159
2019-01-20,1362466.00586107,1219852.5346375988,1387884.354810521,1362466.00586107,1362466.00586107,-57074.82578035168,-57074.82578035168,-57074.82578035168,-224962.30253872165,-224962.30253872165,-224962.30253872165,167887.47675836997,167887.47675836997,167887.47675836997,0.0,0.0,0.0,1305391.1800807184,1509880.8144791308
2019-01-21,1362405.067987912,1505965.8908612018,1664503.0737243644,1362405.067987912,1362405.067987912,219727.6173506377,219727.6173506377,219727.6173506377,49070.599916138126,49070.599916138126,49070.599916138126,170657.01743449958,170657.01743449958,170657.01743449958,0.0,0.0,0.0,1582132.6853385498,1517197.4263723374
2019-01-22,1362344.12955479,1543487.094686653,1705855.2059449714,1362344.12955479,1362344.12955479,260660.52352367155,260660.52352367155,260660.52352367155,88702.12415667142,88702.12415667142,88702.12415667142,171958.39936700015,171958.39936700015,171958.39936700015,0.0,0.0,0.0,1623004.6530784615,1523009.829227036
2019-01-23,1362283.1911216679,1545913.6120669274,1710272.47431502,1362283.1911216679,1362283.1911216679,262706.4124939401,262706.4124939401,262706.4124939401,90823.28849119935,90823.28849119935,90823.28849119935,171883.12400274078,171883.12400274078,171883.12400274078,0.0,0.0,0.0,1624989.603615608,1527318.1052939943
2019-01-24,1362222.2526885455,1538245.7022826716,1694653.8089151822,1362222.2526885455,1362222.2526885455,252617.56577849755,252617.56577849755,252617.56577849755,82070.98430786633,82070.98430786633,82070.98430786633,170546.58147063124,170546.58147063124,170546.58147063124,0.0,0.0,0.0,1614839.818467043,1530152.8067281905
2019-01-25,1362161.3142554234,1499219.6228958422,1665896.9680304297,1362161.3142554234,1362161.3142554234,221205.45417804073,221205.45417804073,221205.45417804073,53121.0875726083,53121.0875726083,53121.0875726083,168084.36660543247,168084.36660543247,168084.36660543247,0.0,0.0,0.0,1583366.7684334642,1531573.0377674655
2019-01-26,1362100.3758223013,1313968.5516153772,1466130.142774545,1362100.3758223013,1362100.3758223013,25822.460954223614,25822.460954223614,25822.460954223614,-138825.78190663276,-138825.78190663276,-138825.78190663276,164648.24286085638,164648.24286085638,164648.24286085638,0.0,0.0,0.0,1387922.8367765248,1531663.93511291
2019-01-27,1362039.437389179,1215405.1012676277,1384813.060370891,1362039.437389179,1362039.437389179,-64560.43898170485,-64560.43898170485,-64560.43898170485,-224962.30253852598,-224962.30253852598,-224962.30253852598,160401.86355682113,160401.86355682113,160401.86355682113,0.0,0.0,0.0,1297478.998407474,1530533.6234453036
2019-01-28,1361978.4989560568,1493073.1353144166,1648307.195811249,1361978.4989560568,1361978.4989560568,204586.96340098593,204586.96340098593,204586.96340098593,49070.599916305524,49070.599916305524,49070.599916305524,155516.36348468036,155516.36348468036,155516.36348468036,0.0,0.0,0.0,1566565.4623570428,1528309.7344479454
2019-01-29,1361917.5605229347,1516337.9690423538,1676156.396141583,1361917.5605229347,1361917.5605229347,238868.05862502722,238868.05862502722,238868.05862502722,88702.12415667466,88702.12415667466,88702.12415667466,150165.93446835253,150165.93446835253,150165.93446835253,0.0,0.0,0.0,1600785.619147962,1525135.5867435883
2019-01-30,1361856.6220898125,1519545.8893638344,1670578.4382234118,1361856.6220898125,1361856.6220898125,235346.78457326945,235346.78457326945,235346.78457326945,90823.28849087653,90823.28849087653,90823.28849087653,144523.49608239293,144523.49608239293,144523.49608239293,0.0,0.0,0.0,1597203.406663082,1521166.1300360847
2019-01-31,1361795.6836566904,1504477.9911612766,1668931.9043220174,1361795.6836566904,1361795.6836566904,220827.55178163425,220827.55178163425,220827.55178163425,82070.98430807561,82070.98430807561,82070.98430807561,138756.56747355865,138756.56747355865,138756.56747355865,0.0,0.0,0.0,1582623.2354383247,1516563.761031982
2019-02-01,1361734.7452235683,1472535.5978668053,1630309.4387741194,1361734.7452235683,1361734.7452235683,186144.52588167985,186144.52588167985,186144.52588167985,53121.087572984914,53121.087572984914,53121.087572984914,133023.43830869492,133023.43830869492,133023.43830869492,0.0,0.0,0.0,1547879.271105248,1511494.1185565225
2019-02-02,1361673.806790446,1267215.7436879675,1429254.5309603598,1361673.806790446,1361673.806790446,-11356.055370813854,-11356.055370813854,-11356.055370813854,-138825.7819067305,-138825.7819067305,-138825.7819067305,127469.72653591663,127469.72653591663,127469.72653591663,0.0,0.0,0.0,1350317.751419632,1506121.963505538
2019-02-03,1361612.8683573238,1180737.109894793,1337772.805604275,1361612.8683573238,1361612.8683573238,-102736.9043194741,-102736.9043194741,-102736.9043194741,-224962.3025384597,-224962.3025384597,-224962.3025384597,122225.39821898562,122225.39821898562,122225.39821898562,0.0,0.0,0.0,1258875.9640378498,1500607.2443098773
2019-02-04,1361551.9299242015,1452756.3574890136,1608820.8002430135,1361551.9299242015,1361551.9299242015,166472.91047191914,166472.91047191914,166472.91047191914,49070.59991644124,49070.59991644124,49070.59991644124,117402.31055547789,117402.31055547789,117402.31055547789,0.0,0.0,0.0,1528024.8403961207,1495101.4411726028
2019-02-05,1361490.9914910793,1481941.2757964272,1640835.3568962065,1361490.9914910793,1361490.9914910793,201794.4478893763,201794.4478893763,201794.4478893763,88702.12415667794,88702.12415667794,88702.12415667794,113092.32373269834,113092.32373269834,113092.32373269834,0.0,0.0,0.0,1563285.4393804555,1489744.2726343875
2019-02-06,1361430.0530579572,1478193.1042003632,1640843.4651602767,1361430.0530579572,1361430.0530579572,200189.2994412142,200189.2994412142,200189.2994412142,90823.2884908777,90823.2884908777,90823.2884908777,109366.01095033651,109366.01095033651,109366.01095033651,0.0,0.0,0.0,1561619.3524991714,1484660.8363252576
2019-02-07,1361369.1146248349,1469585.0758173326,1632206.3543903062,1361369.1146248349,1361369.1146248349,188342.9635146289,188342.9635146289,188342.9635146289,82070.98430794038,82070.98430794038,82070.98430794038,106271.97920668853,106271.97920668853,106271.97920668853,0.0,0.0,0.0,1549712.0781394637,1479959.24242542
2019-02-08,1361308.176191713,1433729.885136539,1597103.6242571014,1361308.176191713,1361308.176191713,156957.88433898852,156957.88433898852,156957.88433898852,53121.08757281988,53121.08757281988,53121.08757281988,103836.79676616866,103836.79676616866,103836.79676616866,0.0,0.0,0.0,1518266.0605307014,1475728.7837719135
2019-02-09,1361247.2377585908,1247141.6182930165,1400290.5050394074,1361247.2377585908,1361247.2377585908,-36760.27485193965,-36760.27485193965,-36760.27485193965,-138825.7819068282,-138825.7819068282,-138825.7819068282,102065.50705488856,102065.50705488856,102065.50705488856,0.0,0.0,0.0,1324486.9629066512,1472038.671127202
2019-02-10,1361186.2993254685,1159423.1722248378,1316281.8713014007,1361186.2993254685,1361186.2993254685,-124019.60903890671,-124019.60903890671,-124019.60903890671,-224962.30253839344,-224962.30253839344,-224962.30253839344,100942.69349948672,100942.69349948672,100942.69349948672,0.0,0.0,0.0,1237166.6902865618,1468937.3463055897
2019-02-11,1361125.3608923464,1430724.6604063276,1591670.211932229,1361125.3608923464,1361125.3608923464,149504.6458488314,149504.6458488314,149504.6458488314,49070.5999161992,49070.5999161992,49070.5999161992,100434.04593263219,100434.04593263219,100434.04593263219,0.0,0.0,0.0,1510630.0067411778,1466452.370069169
2019-02-12,1361064.4224592242,1471300.1356158443,1625947.6084752574,1361064.4224592242,1361064.4224592242,189190.49114758684,189190.49114758684,189190.49114758684,88702.1241566452,88702.1241566452,88702.1241566452,100488.36699094162,100488.36699094162,100488.36699094162,0.0,0.0,0.0,1550254.913606811,1464590.8663872199
2019-02-13,1361003.4840261019,1473884.6781138869,1636849.3187207521,1361003.4840261019,1361003.4840261019,191863.2352223039,191863.2352223039,191863.2352223039,90823.28849098113,90823.28849098113,90823.28849098113,101039.94673132278,101039.94673132278,101039.94673132278,0.0,0.0,0.0,1552866.7192484057,1463340.4902085387
2019-02-14,1360942.5455929798,1463852.5829589702,1617894.2157377428,1360942.5455929798,1360942.5455929798,184082.21004056762,184082.21004056762,184082.21004056762,82070.98430802477,82070.98430802477,82070.98430802477,102011.2257325428,102011.2257325428,102011.2257325428,0.0,0.0,0.0,1545024.7556335474,1462670.8727076936
2019-02-15,1360881.6071598576,1435404.7004703234,1595211.6726948945,1360881.6071598576,1360881.6071598576,156436.7489764339,156436.7489764339,156436.7489764339,53121.08757288856,53121.08757288856,53121.08757288856,103315.66140354537,103315.66140354537,103315.66140354537,0.0,0.0,0.0,1517318.3561362915,1462535.4863656352
2019-02-16,1360820.6687267353,1248747.538401443,1403426.9971854363,1360820.6687267353,1360820.6687267353,-33965.07270901365,-33965.07270901365,-33965.07270901365,-138825.78190613515,-138825.78190613515,-138825.78190613515,104860.7091971215,104860.7091971215,104860.7091971215,0.0,0.0,0.0,1326855.5960177216,1462873.8625243593
2019-02-17,1360759.7302936132,1161777.6529371492,1322583.6429150528,1360759.7302936132,1360759.7302936132,-118411.47258176572,-118411.47258176572,-118411.47258176572,-224962.3025385908,-224962.3025385908,-224962.3025385908,106550.82995682505,106550.82995682505,106550.82995682505,0.0,0.0,0.0,1242348.2577118475,1463614.0864422575
2019-02-18,1360698.791860491,1443579.654646461,1601452.1748411101,1360698.791860491,1360698.791860491,157361.0365850391,157361.0365850391,157361.0365850391,49070.59991633493,49070.59991633493,49070.59991633493,108290.43666870419,108290.43666870419,108290.43666870419,0.0,0.0,0.0,1518059.82844553,1464675.4895428792
2019-02-19,1360637.853427369,1477178.7208130884,1637111.3585208866,1360637.853427369,1360637.853427369,198688.8224937435,198688.8224937435,198688.8224937435,88702.12415664848,88702.12415664848,88702.12415664848,109986.69833709503,109986.69833709503,109986.69833709503,0.0,0.0,0.0,1559326.6759211123,1465971.4555877794
2019-02-20,1360576.9149942468,1483780.8341605968,1643312.835855743,1360576.9149942468,1360576.9149942468,202375.41387087398,202375.41387087398,202375.41387087398,90823.28849108455,90823.28849108455,90823.28849108455,111552.12537978942,111552.12537978942,111552.12537978942,0.0,0.0,0.0,1562952.3288651207,1467412.256961596
2019-02-21,1360515.9765611244,1474086.686841712,1628787.665711992,1360515.9765611244,1360515.9765611244,194977.85391450638,194977.85391450638,194977.85391450638,82070.98430810915,82070.98430810915,82070.98430810915,112906.86960639725,112906.86960639725,112906.86960639725,0.0,0.0,0.0,1555493.8304756307,1468907.8390818934
2019-02-22,1360455.038128002,1452852.0094699583,1612950.4117360292,1360455.038128002,1360455.038128002,167101.76978897484,167101.76978897484,167101.76978897484,53121.08757279776,53121.08757279776,53121.08757279776,113980.68221617705,113980.68221617705,113980.68221617705,0.0,0.0,0.0,1527556.807916977,1470370.4750505628
2019-02-23,1360394.099664302,1253281.549365155,1414843.2898579133,1360394.099664302,1360394.099664302,-24111.296909493645,-24111.296909493645,-24111.296909493645,-138825.78190623288,-138825.78190623288,-138825.78190623288,114714.48499673922,114714.48499673922,114714.48499673922,0.0,0.0,0.0,1336282.8027548085,1471717.2188701464
2019-02-24,1360333.1612006018,1170164.7416688947,1330924.3005220387,1360333.1612006018,1360333.1612006018,-109900.77988211704,-109900.77988211704,-109900.77988211704,-224962.30253839507,-224962.30253839507,-224962.30253839507,115061.52265627804,115061.52265627804,115061.52265627804,0.0,0.0,0.0,1250432.381318485,1472872.0936710949
2019-02-25,1360272.2227369016,1444708.9307294749,1599342.8324514031,1360272.2227369016,1360272.2227369016,164058.6775086272,164058.6775086272,164058.6775086272,49070.59991650231,49070.59991650231,49070.59991650231,114988.07759212492,114988.07759212492,114988.07759212492,0.0,0.0,0.0,1524330.900245529,1473767.9610710947
2019-02-26,1360211.2842732011,1482706.3076553056,1645796.8582250644,1360211.2842732011,1360211.2842732011,203175.86614477055,203175.86614477055,203175.86614477055,88702.12415657942,88702.12415657942,88702.12415657942,114473.74198819115,114473.74198819115,114473.74198819115,0.0,0.0,0.0,1563387.1504179717,1474348.0288563606
2019-02-27,1360150.345809501,1485994.1338478893,1643745.9871058918,1360150.345809501,1360150.345809501,204334.54403559663,204334.54403559663,204334.54403559663,90823.28849108572,90823.28849108572,90823.28849108572,113511.25554451089,113511.25554451089,113511.25554451089,0.0,0.0,0.0,1564484.8898450974,1474566.966139214
2019-02-28,1360089.4073458007,1475502.380649568,1631861.2614325213,1360089.4073458007,1360089.4073458007,194176.91429452767,194176.91429452767,194176.91429452767,82070.98430809882,82070.98430809882,82070.98430809882,112105.92998642888,112105.92998642888,112105.92998642888,0.0,0.0,0.0,1554266.3216403283,1474391.607734171
2019-03-01,1360028.4688821007,1439487.1921189383,1603258.9963657944,1360028.4688821007,1360028.4688821007,163395.78098913666,163395.78098913666,163395.78098913666,53121.08757286644,53121.08757286644,53121.08757286644,110274.69341627024,110274.69341627024,110274.69341627024,0.0,0.0,0.0,1523424.2498712372,1473801.2422990652
2019-03-02,1359967.5304184004,1250944.188926532,1408344.197479778,1359967.5304184004,1359967.5304184004,-30780.983682653798,-30780.983682653798,-30780.983682653798,-138825.78190633058,-138825.78190633058,-138825.78190633058,108044.79822367679,108044.79822367679,108044.79822367679,0.0,0.0,0.0,1329186.5467357466,1472787.4914391993
2019-03-03,1359906.5919547002,1165464.0349165022,1318171.8651147878,1359906.5919547002,1359906.5919547002,-119510.057162102,-119510.057162102,-119510.057162102,-224962.30253819944,-224962.30253819944,-224962.30253819944,105452.24537609742,105452.24537609742,105452.24537609742,0.0,0.0,0.0,1240396.534792598,1471353.7990783583
2019-03-04,1359845.6534909997,1434975.1512978298,1593158.877177855,1359845.6534909997,1359845.6534909997,151610.58514309252,151610.58514309252,151610.58514309252,49070.599916669715,49070.599916669715,49070.599916669715,102539.98522642282,102539.98522642282,102539.98522642282,0.0,0.0,0.0,1511456.2386340923,1469514.5617052962
2019-03-05,1359784.7150272995,1469901.5541080963,1628788.824172189,1359784.7150272995,1359784.7150272995,188058.08447719997,188058.08447719997,188058.08447719997,88702.12415680001,88702.12415680001,88702.12415680001,99355.96032039994,99355.96032039994,99355.96032039994,0.0,0.0,0.0,1547842.7995044994,1467293.9401462283
2019-03-06,1359723.7765635995,1474023.257407998,1627418.6566338448,1359723.7765635995,1359723.7765635995,186774.3474277335,186774.3474277335,186774.3474277335,90823.28849102714,90823.28849102714,90823.28849102714,95951.05893670637,95951.05893670637,95951.05893670637,0.0,0.0,0.0,1546498.123991333,1464724.402167119
2019-03-07,1359662.8380998992,1460625.9481299738,1614693.8582179854,1359662.8380998992,1359662.8380998992,174448.03350121435,174448.03350121435,174448.03350121435,82070.9843079636,82070.9843079636,82070.9843079636,92377.04919325068,92377.04919325068,92377.04919325068,0.0,0.0,0.0,1534110.8716011136,1461845.052161517
2019-03-08,1359601.899636199,1418158.3226528051,1584476.2965028181,1359601.899636199,1359601.899636199,141805.65007670005,141805.65007670005,141805.65007670005,53121.08757270141,53121.08757270141,53121.08757270141,88684.56250399863,88684.56250399863,88684.56250399863,0.0,0.0,0.0,1501407.5497128991,1458699.8092817548
2019-03-09,1359540.9611724988,1231920.289264226,1387210.169420795,1359540.9611724988,1359540.9611724988,-53904.589861527405,-53904.589861527405,-53904.589861527405,-138825.7819066298,-138825.7819066298,-138825.7819066298,84921.19204510239,84921.19204510239,84921.19204510239,0.0,0.0,0.0,1305636.3713109714,1455335.4985067865
2019-03-10,1359480.0227087983,1134691.7807041279,1294510.5216439788,1359480.0227087983,1359480.0227087983,-143832.5357261923,-143832.5357261923,-143832.5357261923,-224962.3025383968,-224962.3025383968,-224962.3025383968,81129.76681220447,81129.76681220447,81129.76681220447,0.0,0.0,0.0,1215647.486982606,1451799.9202482163
2019-03-11,1359419.0842450983,1406801.658811465,1563493.7971078537,1359419.0842450983,1359419.0842450983,126417.45492613404,126417.45492613404,126417.45492613404,49070.59991639601,49070.59991639601,49070.59991639601,77346.85500973805,77346.85500973805,77346.85500973805,0.0,0.0,0.0,1485836.5391712324,1448139.9631820933
2019-03-12,1359358.145781398,1445517.3320279762,1600073.9335960047,1359358.145781398,1359358.145781398,162303.66629590996,162303.66629590996,162303.66629590996,88702.12415673096,88702.12415673096,88702.12415673096,73601.54213917899,73601.54213917899,73601.54213917899,0.0,0.0,0.0,1521661.812077308,1444399.8221210663
2019-03-13,1359297.2073176978,1439137.6377413443,1601634.2679939335,1359297.2073176978,1359297.2073176978,160737.80801635215,160737.80801635215,160737.80801635215,90823.28849096857,90823.28849096857,90823.28849096857,69914.5195253836,69914.5195253836,69914.5195253836,0.0,0.0,0.0,1520035.01533405,1440619.3780271688
