data_from,data_to,total_days,total_consumption_twh,avg_daily_mwh,peak_day_mwh,avg_renewable_share_pct,max_renewable_share_pct,days_majority_renewable
2018,2020,1004,1338.2,1332881.0,1636406.0,10.0,12.0,0
