date,year,month,daily_mwh,rolling_30d_avg_mwh
2020-06-21,2020,6,976772.0,1168955.0
2020-06-22,2020,6,1260135.0,1175371.0
2020-06-23,2020,6,1284533.0,1184313.0
2020-06-24,2020,6,1293845.0,1184759.0
2020-06-25,2020,6,1296281.0,1185513.0
2020-06-26,2020,6,1250294.0,1184785.0
2020-06-27,2020,6,1081840.0,1178220.0
2020-06-28,2020,6,1013845.0,1171192.0
2020-06-29,2020,6,1281978.0,1179150.0
2020-06-30,2020,6,1317839.0,1191489.0
2020-07-01,2020,7,1332120.0,1203708.0
2020-07-02,2020,7,1313019.0,1205722.0
2020-07-03,2020,7,1264405.0,1204941.0
2020-07-04,2020,7,1094208.0,1197860.0
2020-07-05,2020,7,1041522.0,1189867.0
2020-07-06,2020,7,1323207.0,1197540.0
2020-07-07,2020,7,1312447.0,1207706.0
2020-07-08,2020,7,1322517.0,1210161.0
2020-07-09,2020,7,1329468.0,1211782.0
2020-07-10,2020,7,1282229.0,1212276.0
2020-07-11,2020,7,1060013.0,1211258.0
2020-07-12,2020,7,980552.0,1205604.0
2020-07-13,2020,7,1256979.0,1212294.0
2020-07-14,2020,7,1303883.0,1222197.0
2020-07-15,2020,7,1332133.0,1224997.0
2020-07-16,2020,7,1324999.0,1226420.0
2020-07-17,2020,7,1267450.0,1225725.0
2020-07-18,2020,7,1068965.0,1218528.0
2020-07-19,2020,7,996150.0,1210392.0
2020-07-20,2020,7,1267010.0,1217688.0
2020-07-21,2020,7,1278638.0,1227750.0
2020-07-22,2020,7,1300696.0,1229102.0
2020-07-23,2020,7,1298959.0,1229583.0
2020-07-24,2020,7,1254317.0,1228265.0
2020-07-25,2020,7,1073688.0,1220846.0
2020-07-26,2020,7,1006616.0,1212723.0
2020-07-27,2020,7,1263247.0,1218770.0
2020-07-28,2020,7,1301256.0,1228350.0
2020-07-29,2020,7,1273267.0,1228060.0
2020-07-30,2020,7,1260482.0,1226148.0
2020-07-31,2020,7,1253749.0,1223536.0
2020-08-01,2020,8,1068060.0,1215370.0
2020-08-02,2020,8,988237.0,1206165.0
2020-08-03,2020,8,1210696.0,1210048.0
2020-08-04,2020,8,1228287.0,1216273.0
2020-08-05,2020,8,1241919.0,1213564.0
2020-08-06,2020,8,1257189.0,1211722.0
2020-08-07,2020,8,1249146.0,1209276.0
2020-08-08,2020,8,1091658.0,1201349.0
2020-08-09,2020,8,1028860.0,1192903.0
2020-08-10,2020,8,1310484.0,1201252.0
2020-08-11,2020,8,1359276.0,1213877.0
2020-08-12,2020,8,1343781.0,1216770.0
2020-08-13,2020,8,1340579.0,1217993.0
2020-08-14,2020,8,1288313.0,1216532.0
2020-08-15,2020,8,1078657.0,1208321.0
2020-08-16,2020,8,1027802.0,1200333.0
2020-08-17,2020,8,1296489.0,1207917.0
2020-08-18,2020,8,1314206.0,1218519.0
2020-08-19,2020,8,1311181.0,1219991.0
2020-08-20,2020,8,1333278.0,1221813.0
2020-08-21,2020,8,1321373.0,1222502.0
2020-08-22,2020,8,1112371.0,1216282.0
2020-08-23,2020,8,1025608.0,1208659.0
2020-08-24,2020,8,1285276.0,1215711.0
2020-08-25,2020,8,1318004.0,1226091.0
2020-08-26,2020,8,1384941.0,1230148.0
2020-08-27,2020,8,1327375.0,1231018.0
2020-08-28,2020,8,1277965.0,1231175.0
2020-08-29,2020,8,1078359.0,1225104.0
2020-08-30,2020,8,1005847.0,1216841.0
2020-08-31,2020,8,1293739.0,1224363.0
2020-09-01,2020,9,1323980.0,1235555.0
2020-09-02,2020,9,1317861.0,1239127.0
2020-09-03,2020,9,1336142.0,1242722.0
2020-09-04,2020,9,1279545.0,1243976.0
2020-09-05,2020,9,1096686.0,1238626.0
2020-09-06,2020,9,1023828.0,1231115.0
2020-09-07,2020,9,1278376.0,1237339.0
2020-09-08,2020,9,1332924.0,1247475.0
2020-09-09,2020,9,1334440.0,1248273.0
2020-09-10,2020,9,1315593.0,1246817.0
2020-09-11,2020,9,1270560.0,1244377.0
2020-09-12,2020,9,1103971.0,1236490.0
2020-09-13,2020,9,1017418.0,1227460.0
2020-09-14,2020,9,1291879.0,1234567.0
2020-09-15,2020,9,1326832.0,1244535.0
2020-09-16,2020,9,1346841.0,1246213.0
2020-09-17,2020,9,1342444.0,1247155.0
2020-09-18,2020,9,1307888.0,1247045.0
2020-09-19,2020,9,1117234.0,1239843.0
2020-09-20,2020,9,1033345.0,1230242.0
2020-09-21,2020,9,1312309.0,1236907.0
2020-09-22,2020,9,1336953.0,1247285.0
2020-09-23,2020,9,1357388.0,1249689.0
2020-09-24,2020,9,1376184.0,1251628.0
2020-09-25,2020,9,1338809.0,1250091.0
2020-09-26,2020,9,1165289.0,1244688.0
2020-09-27,2020,9,1086273.0,1238298.0
2020-09-28,2020,9,1358736.0,1247644.0
2020-09-29,2020,9,1388260.0,1260391.0
2020-09-30,2020,9,1386547.0,1263485.0
