date,year,month,quarter,season,weekday,consumption_mwh,solar_mwh,wind_onshore_mwh,wind_offshore_mwh,renewable_total_mwh,renewable_share_pct,z_score,anomaly
2019-01-11,2019,1,1,Winter,Friday,1586661.0,53599.0,53599.0,53599.0,160797.0,10.13,1.5713651242537916,0
2019-01-12,2019,1,1,Winter,Saturday,1354625.0,51190.0,51190.0,51190.0,153570.0,11.34,0.13463515767418494,0
2019-01-13,2019,1,1,Winter,Sunday,1280466.0,46199.0,46199.0,46199.0,138597.0,10.82,-0.32454556252258215,0
2019-01-14,2019,1,1,Winter,Monday,1580879.0,49574.0,49574.0,49574.0,148722.0,9.41,1.5355639008799906,0
2019-01-15,2019,1,1,Winter,Tuesday,1597212.0,53399.0,53399.0,53399.0,160197.0,10.03,1.6366952362940845,0
2019-01-16,2019,1,1,Winter,Wednesday,1587297.0,52623.0,52623.0,52623.0,157869.0,9.95,1.5753031349880942,0
2019-01-17,2019,1,1,Winter,Thursday,1598738.0,53410.0,53410.0,53410.0,160230.0,10.02,1.6461439853200999,0
2019-01-18,2019,1,1,Winter,Friday,1539861.0,53694.0,53694.0,53694.0,161082.0,10.46,1.281586975880584,0
2019-01-19,2019,1,1,Winter,Saturday,1331773.0,51547.0,51547.0,51547.0,154641.0,11.61,-0.006860787766510341,0
2019-01-20,2019,1,1,Winter,Sunday,1251387.0,47313.0,47313.0,47313.0,141939.0,11.34,-0.5045981004829347,0
2019-01-21,2019,1,1,Winter,Monday,1565741.0,49859.0,49859.0,49859.0,149577.0,9.55,1.441831815194657,0
2019-01-22,2019,1,1,Winter,Tuesday,1629258.0,55795.0,55795.0,55795.0,167385.0,10.27,1.8351189658404052,1
2019-01-23,2019,1,1,Winter,Wednesday,1636406.0,56470.0,56470.0,56470.0,169410.0,10.35,1.8793782437158688,1
2019-01-24,2019,1,1,Winter,Thursday,1614503.0,56250.0,56250.0,56250.0,168750.0,10.45,1.7437583551727414,0
2019-01-25,2019,1,1,Winter,Friday,1596455.0,55614.0,55614.0,55614.0,166842.0,10.45,1.6320080128257402,0
2019-01-26,2019,1,1,Winter,Saturday,1387756.0,54527.0,54527.0,54527.0,163581.0,11.79,0.3397770344637734,0
2019-01-27,2019,1,1,Winter,Sunday,1252499.0,47701.0,47701.0,47701.0,143103.0,11.43,-0.4977127735386825,0
2019-01-28,2019,1,1,Winter,Monday,1564525.0,48092.0,48092.0,48092.0,144276.0,9.22,1.4343025368095752,0
2019-01-29,2019,1,1,Winter,Tuesday,1573591.0,53221.0,53221.0,53221.0,159663.0,10.15,1.4904377652957184,0
2019-01-30,2019,1,1,Winter,Wednesday,1581907.0,53719.0,53719.0,53719.0,161157.0,10.19,1.5419291131989576,0
2019-01-31,2019,1,1,Winter,Thursday,1568665.0,53646.0,53646.0,53646.0,160938.0,10.26,1.4599367576272053,0
2019-02-01,2019,2,1,Winter,Friday,1567726.0,54893.0,54893.0,54893.0,164679.0,10.5,1.4541226191374095,0
2019-02-02,2019,2,1,Winter,Saturday,1324352.0,50280.0,50280.0,50280.0,150840.0,11.39,-0.0528104381741508,0
2019-02-03,2019,2,1,Winter,Sunday,1250147.0,46636.0,46636.0,46636.0,139908.0,11.19,-0.5122759830466693,0
2019-02-04,2019,2,1,Winter,Monday,1554441.0,49209.0,49209.0,49209.0,147627.0,9.5,1.3718640144122372,0
2019-02-05,2019,2,1,Winter,Tuesday,1590847.0,54172.0,54172.0,54172.0,162516.0,10.22,1.597284169747173,0
2019-02-06,2019,2,1,Winter,Wednesday,1573666.0,53066.0,53066.0,53066.0,159198.0,10.12,1.4909021533540088,0
2019-02-07,2019,2,1,Winter,Thursday,1600480.0,52286.0,52286.0,52286.0,156858.0,9.8,1.6569301719539915,0
2019-02-08,2019,2,1,Winter,Friday,1560224.0,54250.0,54250.0,54250.0,162750.0,10.43,1.4076714296268154,0
2019-02-09,2019,2,1,Winter,Saturday,1356901.0,52046.0,52046.0,52046.0,156138.0,11.51,0.14872778728310418,0
2019-02-10,2019,2,1,Winter,Sunday,1239843.0,44212.0,44212.0,44212.0,132636.0,10.7,-0.5760767104149926,0
2019-02-11,2019,2,1,Winter,Monday,1576908.0,48542.0,48542.0,48542.0,145626.0,9.23,1.5109761011537084,0
2019-02-12,2019,2,1,Winter,Tuesday,1567663.0,53545.0,53545.0,53545.0,160635.0,10.25,1.4537325331684454,0
2019-02-13,2019,2,1,Winter,Wednesday,1572777.0,53241.0,53241.0,53241.0,159723.0,10.16,1.4853976069030734,0
2019-02-14,2019,2,1,Winter,Thursday,1535395.0,52017.0,52017.0,52017.0,156051.0,10.16,1.2539342149695851,0
2019-02-15,2019,2,1,Winter,Friday,1508118.0,52555.0,52555.0,52555.0,157665.0,10.45,1.0850393740897566,0
2019-02-16,2019,2,1,Winter,Saturday,1280431.0,48987.0,48987.0,48987.0,146961.0,11.48,-0.3247622769497843,0
2019-02-17,2019,2,1,Winter,Sunday,1172941.0,43277.0,43277.0,43277.0,129831.0,11.07,-0.990323242091581,0
2019-02-18,2019,2,1,Winter,Monday,1479719.0,45878.0,45878.0,45878.0,137634.0,9.3,0.9091972878579034,0
2019-02-19,2019,2,1,Winter,Tuesday,1542973.0,50253.0,50253.0,50253.0,150759.0,9.77,1.3008559843792469,0
2019-02-20,2019,2,1,Winter,Wednesday,1518220.0,51989.0,51989.0,51989.0,155967.0,10.27,1.1475893496210843,0
2019-02-21,2019,2,1,Winter,Thursday,1511198.0,50022.0,50022.0,50022.0,150066.0,9.93,1.1041102436835488,0
2019-02-22,2019,2,1,Winter,Friday,1491577.0,49035.0,49035.0,49035.0,147105.0,9.86,0.9826201357940039,0
2019-02-23,2019,2,1,Winter,Saturday,1278690.0,48829.0,48829.0,48829.0,146487.0,11.46,-0.33554227174289875,0
2019-02-24,2019,2,1,Winter,Sunday,1168166.0,44234.0,44234.0,44234.0,132702.0,11.36,-1.0198892818027363,0
2019-02-25,2019,2,1,Winter,Monday,1450753.0,45596.0,45596.0,45596.0,136788.0,9.43,0.7298444279053751,0
2019-02-26,2019,2,1,Winter,Tuesday,1480463.0,49164.0,49164.0,49164.0,147492.0,9.96,0.9138040173961443,0
2019-02-27,2019,2,1,Winter,Wednesday,1489008.0,49618.0,49618.0,49618.0,148854.0,10.0,0.9667132968373634,0
2019-02-28,2019,2,1,Winter,Thursday,1480399.0,49693.0,49693.0,49693.0,149079.0,10.07,0.9134077395864031,0
2019-03-01,2019,3,1,Spring,Friday,1474216.0,48114.0,48114.0,48114.0,144342.0,9.79,0.8751235880609428,0
2019-03-02,2019,3,1,Spring,Saturday,1267024.0,47354.0,47354.0,47354.0,142062.0,11.21,-0.4077762862497757,0
2019-03-03,2019,3,1,Spring,Sunday,1183083.0,42942.0,42942.0,42942.0,128826.0,10.89,-0.9275255929291649,0
2019-03-04,2019,3,1,Spring,Monday,1471039.0,45030.0,45030.0,45030.0,135090.0,9.18,0.8554521099117616,0
2019-03-05,2019,3,1,Spring,Tuesday,1499879.0,50842.0,50842.0,50842.0,152526.0,10.17,1.0340247979263621,0
2019-03-06,2019,3,1,Spring,Wednesday,1493381.0,48932.0,48932.0,48932.0,146796.0,9.83,0.9937902165560821,0
2019-03-07,2019,3,1,Spring,Thursday,1510107.0,49359.0,49359.0,49359.0,148077.0,9.81,1.0973549453956177,0
2019-03-08,2019,3,1,Spring,Friday,1480475.0,50821.0,50821.0,50821.0,152463.0,10.3,0.9138783194854707,0
2019-03-09,2019,3,1,Spring,Saturday,1284165.0,47443.0,47443.0,47443.0,142329.0,11.08,-0.3016419434876998,0
2019-03-10,2019,3,1,Spring,Sunday,1171434.0,42876.0,42876.0,42876.0,128628.0,10.98,-0.9996543461428293,0
2019-03-11,2019,3,1,Spring,Monday,1497809.0,46564.0,46564.0,46564.0,139692.0,9.33,1.021207687517547,0
2019-03-12,2019,3,1,Spring,Tuesday,1504038.0,49082.0,49082.0,49082.0,147246.0,9.79,1.059776663718759,0
2019-03-13,2019,3,1,Spring,Wednesday,1547063.0,50647.0,50647.0,50647.0,151941.0,9.82,1.3261806131580165,0
2019-03-14,2019,3,1,Spring,Thursday,1551258.0,51557.0,51557.0,51557.0,154671.0,9.97,1.3521553852183927,0
2019-03-15,2019,3,1,Spring,Friday,1521453.0,51314.0,51314.0,51314.0,153942.0,10.12,1.167607570853789,0
2019-03-16,2019,3,1,Spring,Saturday,1273487.0,49096.0,49096.0,49096.0,147288.0,11.57,-0.3677584193066979,0
2019-03-17,2019,3,1,Spring,Sunday,1198149.0,43340.0,43340.0,43340.0,130020.0,10.85,-0.83423931977979,0
2019-03-18,2019,3,1,Spring,Monday,1494305.0,47249.0,47249.0,47249.0,141747.0,9.49,0.9995114774342199,0
2019-03-19,2019,3,1,Spring,Tuesday,1497908.0,50076.0,50076.0,50076.0,150228.0,10.03,1.0218206797544904,0
2019-03-20,2019,3,1,Spring,Wednesday,1481712.0,50179.0,50179.0,50179.0,150537.0,10.16,0.9215376265268737,0
2019-03-21,2019,3,1,Spring,Thursday,1460821.0,48180.0,48180.0,48180.0,144540.0,9.89,0.7921838808502779,0
2019-03-22,2019,3,1,Spring,Friday,1421133.0,47777.0,47777.0,47777.0,143331.0,10.09,0.5464421040845544,0
2019-03-23,2019,3,1,Spring,Saturday,1212556.0,45974.0,45974.0,45974.0,137922.0,11.37,-0.7450334697025934,0
2019-03-24,2019,3,1,Spring,Sunday,1116658.0,40936.0,40936.0,40936.0,122808.0,11.0,-1.3388186165550262,0
2019-03-25,2019,3,1,Spring,Monday,1454777.0,43918.0,43918.0,43918.0,131754.0,9.06,0.7547603951928491,0
2019-03-26,2019,3,1,Spring,Tuesday,1477696.0,49285.0,49285.0,49285.0,147855.0,10.01,0.8966711939656172,0
2019-03-27,2019,3,1,Spring,Wednesday,1464563.0,48173.0,48173.0,48173.0,144519.0,9.87,0.8153537490385802,0
2019-03-28,2019,3,1,Spring,Thursday,1443308.0,48397.0,48397.0,48397.0,145191.0,10.06,0.6837461733190817,0
2019-03-29,2019,3,1,Spring,Friday,1396554.0,46476.0,46476.0,46476.0,139428.0,9.98,0.39425284962162555,0
2019-03-30,2019,3,1,Spring,Saturday,1184709.0,45258.0,45258.0,45258.0,135774.0,11.46,-0.9174576598254292,0
2019-03-31,2019,3,1,Spring,Sunday,1116007.0,38066.0,38066.0,38066.0,114198.0,10.23,-1.342849504900987,0
2019-04-01,2019,4,2,Spring,Monday,1403002.0,41689.0,41689.0,41689.0,125067.0,8.91,0.43417783895304524,0
2019-04-02,2019,4,2,Spring,Tuesday,1458393.0,46977.0,46977.0,46977.0,140931.0,9.66,0.7771500914432234,0
2019-04-03,2019,4,2,Spring,Wednesday,1445235.0,47006.0,47006.0,47006.0,141018.0,9.76,0.6956778504967562,0
2019-04-04,2019,4,2,Spring,Thursday,1457117.0,47154.0,47154.0,47154.0,141462.0,9.71,0.7692493026115095,0
2019-04-05,2019,4,2,Spring,Friday,1435695.0,47029.0,47029.0,47029.0,141087.0,9.83,0.6366076894822178,0
2019-04-06,2019,4,2,Spring,Saturday,1187166.0,44483.0,44483.0,44483.0,133449.0,11.24,-0.9022443070358357,0
2019-04-07,2019,4,2,Spring,Sunday,1094280.0,38616.0,38616.0,38616.0,115848.0,10.59,-1.4773796294673263,0
2019-04-08,2019,4,2,Spring,Monday,1399265.0,41370.0,41370.0,41370.0,124110.0,8.87,0.41103892996862906,0
2019-04-09,2019,4,2,Spring,Tuesday,1446354.0,46074.0,46074.0,46074.0,138222.0,9.56,0.702606520326449,0
2019-04-10,2019,4,2,Spring,Wednesday,1448945.0,46881.0,46881.0,46881.0,140643.0,9.71,0.7186495797801878,0
2019-04-11,2019,4,2,Spring,Thursday,1440596.0,47460.0,47460.0,47460.0,142380.0,9.88,0.6669539011313009,0
2019-04-12,2019,4,2,Spring,Friday,1428133.0,47716.0,47716.0,47716.0,143148.0,10.02,0.5897849895249914,0
2019-04-13,2019,4,2,Spring,Saturday,1231670.0,45338.0,45338.0,45338.0,136014.0,11.04,-0.6266826250870915,0
2019-04-14,2019,4,2,Spring,Sunday,1141720.0,41297.0,41297.0,41297.0,123891.0,10.85,-1.1836387029967073,0
2019-04-15,2019,4,2,Spring,Monday,1398070.0,42997.0,42997.0,42997.0,128991.0,9.23,0.4036396802398688,0
2019-04-16,2019,4,2,Spring,Tuesday,1441097.0,47353.0,47353.0,47353.0,142059.0,9.86,0.6700560133606808,0
2019-04-17,2019,4,2,Spring,Wednesday,1424497.0,47095.0,47095.0,47095.0,141285.0,9.92,0.567271456459073,0
2019-04-18,2019,4,2,Spring,Thursday,1367387.0,45884.0,45884.0,45884.0,137652.0,10.07,0.21365542967287884,0
2019-04-19,2019,4,2,Spring,Friday,1059125.0,40730.0,40730.0,40730.0,122190.0,11.54,-1.6950537919899782,0
2019-04-20,2019,4,2,Spring,Saturday,1044815.0,35692.0,35692.0,35692.0,107076.0,10.25,-1.783659033511786,0
2019-04-21,2019,4,2,Spring,Sunday,943261.0,33809.0,33809.0,33809.0,101427.0,10.75,-2.412465231800092,1
2019-04-22,2019,4,2,Spring,Monday,1013166.0,33733.0,33733.0,33733.0,101199.0,9.99,-1.979624602269556,1
2019-04-23,2019,4,2,Spring,Tuesday,1365201.0,38110.0,38110.0,38110.0,114330.0,8.37,0.2001200657339081,0
2019-04-24,2019,4,2,Spring,Wednesday,1388289.0,44215.0,44215.0,44215.0,132645.0,9.55,0.3430772855980238,0
2019-04-25,2019,4,2,Spring,Thursday,1394648.0,43747.0,43747.0,43747.0,131241.0,9.41,0.38245120110027225,0
2019-04-26,2019,4,2,Spring,Friday,1380617.0,44616.0,44616.0,44616.0,133848.0,9.69,0.29557348315530485,0
2019-04-27,2019,4,2,Spring,Saturday,1161582.0,42115.0,42115.0,42115.0,126345.0,10.88,-1.0606563614798559,0
2019-04-28,2019,4,2,Spring,Sunday,1089071.0,38170.0,38170.0,38170.0,114510.0,10.51,-1.5096329280757885,0
2019-04-29,2019,4,2,Spring,Monday,1403843.0,42197.0,42197.0,42197.0,126591.0,9.02,0.4393851770466749,0
2019-04-30,2019,4,2,Spring,Tuesday,1368016.0,45969.0,45969.0,45969.0,137907.0,10.08,0.21755009752174098,0
2019-05-01,2019,5,2,Spring,Wednesday,1073955.0,40989.0,40989.0,40989.0,122967.0,11.45,-1.603228793264024,0
2019-05-02,2019,5,2,Spring,Thursday,1381411.0,39803.0,39803.0,39803.0,119409.0,8.64,0.30048980473240583,0
2019-05-03,2019,5,2,Spring,Friday,1387251.0,45147.0,45147.0,45147.0,135441.0,9.76,0.33665015487128475,0
2019-05-04,2019,5,2,Spring,Saturday,1195601.0,43047.0,43047.0,43047.0,129141.0,10.8,-0.8500161300801091,0
2019-05-05,2019,5,2,Spring,Sunday,1114616.0,39822.0,39822.0,39822.0,119466.0,10.72,-1.3514623554220795,0
2019-05-06,2019,5,2,Spring,Monday,1433576.0,43109.0,43109.0,43109.0,129327.0,9.02,0.6234871788753198,0
2019-05-07,2019,5,2,Spring,Tuesday,1429747.0,47415.0,47415.0,47415.0,142245.0,9.95,0.5997786205394008,0
2019-05-08,2019,5,2,Spring,Wednesday,1445616.0,45843.0,45843.0,45843.0,137529.0,9.51,0.6980369418328715,0
2019-05-09,2019,5,2,Spring,Thursday,1428327.0,46359.0,46359.0,46359.0,139077.0,9.74,0.5909862066357692,0
2019-05-10,2019,5,2,Spring,Friday,1400467.0,46049.0,46049.0,46049.0,138147.0,9.86,0.41848152258282983,0
2019-05-11,2019,5,2,Spring,Saturday,1183398.0,42607.0,42607.0,42607.0,127821.0,10.8,-0.9255751630843453,0
2019-05-12,2019,5,2,Spring,Sunday,1090830.0,39948.0,39948.0,39948.0,119844.0,10.99,-1.4987414801486845,0
2019-05-13,2019,5,2,Spring,Monday,1377554.0,41257.0,41257.0,41257.0,123771.0,8.98,0.27660787485472504,0
2019-05-14,2019,5,2,Spring,Tuesday,1414190.0,45032.0,45032.0,45032.0,135096.0,9.55,0.503452153568418,0
2019-05-15,2019,5,2,Spring,Wednesday,1430392.0,45856.0,45856.0,45856.0,137568.0,9.62,0.6037723578406982,0
2019-05-16,2019,5,2,Spring,Thursday,1451440.0,46660.0,46660.0,46660.0,139980.0,9.64,0.7340982225193151,0
2019-05-17,2019,5,2,Spring,Friday,1404035.0,46910.0,46910.0,46910.0,140730.0,10.02,0.44057401047589834,0
2019-05-18,2019,5,2,Spring,Saturday,1148233.0,42720.0,42720.0,42720.0,128160.0,11.16,-1.1433112440147692,0
2019-05-19,2019,5,2,Spring,Sunday,1062136.0,36358.0,36358.0,36358.0,109074.0,10.27,-1.676410159409813,0
2019-05-20,2019,5,2,Spring,Monday,1388963.0,39945.0,39945.0,39945.0,119835.0,8.63,0.3472505862818602,0
2019-05-21,2019,5,2,Spring,Tuesday,1438244.0,44509.0,44509.0,44509.0,133527.0,9.28,0.6523906916233141,0
2019-05-22,2019,5,2,Spring,Wednesday,1422855.0,45570.0,45570.0,45570.0,136710.0,9.61,0.5571044539029019,0
2019-05-23,2019,5,2,Spring,Thursday,1401336.0,45754.0,45754.0,45754.0,137262.0,9.8,0.4238622322182212,0
2019-05-24,2019,5,2,Spring,Friday,1376215.0,44927.0,44927.0,44927.0,134781.0,9.79,0.2683170000540472,0
2019-05-25,2019,5,2,Spring,Saturday,1136885.0,41423.0,41423.0,41423.0,124269.0,10.93,-1.213576253154495,0
2019-05-26,2019,5,2,Spring,Sunday,1066321.0,37543.0,37543.0,37543.0,112629.0,10.56,-1.650497305757209,0
2019-05-27,2019,5,2,Spring,Monday,1375228.0,41190.0,41190.0,41190.0,123570.0,8.99,0.26220565320694555,0
2019-05-28,2019,5,2,Spring,Tuesday,1392758.0,44262.0,44262.0,44262.0,132786.0,9.53,0.3707486220313543,0
2019-05-29,2019,5,2,Spring,Wednesday,1359629.0,44447.0,44447.0,44447.0,133341.0,9.81,0.16561912892332023,0
2019-05-30,2019,5,2,Spring,Thursday,1098232.0,42008.0,42008.0,42008.0,126024.0,11.48,-1.452909474715811,0
2019-05-31,2019,5,2,Spring,Friday,1208274.0,39060.0,39060.0,39060.0,117180.0,9.7,-0.7715469319105864,0
2019-06-01,2019,6,2,Summer,Saturday,1125061.0,39210.0,39210.0,39210.0,117630.0,10.46,-1.2867885785041702,0
2019-06-02,2019,6,2,Summer,Sunday,1060697.0,36763.0,36763.0,36763.0,110289.0,10.4,-1.6853202182882114,0
2019-06-03,2019,6,2,Summer,Monday,1391106.0,41219.0,41219.0,41219.0,123657.0,8.89,0.3605197010674111,0
2019-06-04,2019,6,2,Summer,Tuesday,1417668.0,44857.0,44857.0,44857.0,134571.0,9.49,0.5249873757915381,0
2019-06-05,2019,6,2,Summer,Wednesday,1436944.0,46510.0,46510.0,46510.0,139530.0,9.71,0.6443412986129472,0
2019-06-06,2019,6,2,Summer,Thursday,1413796.0,46711.0,46711.0,46711.0,140133.0,9.91,0.5010125683021992,0
2019-06-07,2019,6,2,Summer,Friday,1350290.0,43686.0,43686.0,43686.0,131058.0,9.71,0.10779352790500002,0
2019-06-08,2019,6,2,Summer,Saturday,1147699.0,43319.0,43319.0,43319.0,129957.0,11.32,-1.1466176869897968,0
2019-06-09,2019,6,2,Summer,Sunday,1003228.0,36853.0,36853.0,36853.0,110559.0,11.02,-2.0411591159134224,1
2019-06-10,2019,6,2,Summer,Monday,1042265.0,36234.0,36234.0,36234.0,108702.0,10.43,-1.7994482274936594,0
2019-06-11,2019,6,2,Summer,Tuesday,1355124.0,38770.0,38770.0,38770.0,116310.0,8.58,0.13772488622201037,0
2019-06-12,2019,6,2,Summer,Wednesday,1415588.0,45569.0,45569.0,45569.0,136707.0,9.66,0.512108346974951,0
2019-06-13,2019,6,2,Summer,Thursday,1376290.0,44700.0,44700.0,44700.0,134100.0,9.74,0.26878138811233754,0
2019-06-14,2019,6,2,Summer,Friday,1369666.0,44544.0,44544.0,44544.0,133632.0,9.76,0.2277666348041297,0
2019-06-15,2019,6,2,Summer,Saturday,1163830.0,42534.0,42534.0,42534.0,127602.0,10.96,-1.0467371034126984,0
2019-06-16,2019,6,2,Summer,Sunday,1061404.0,37788.0,37788.0,37788.0,113364.0,10.68,-1.6809425868587273,0
2019-06-17,2019,6,2,Summer,Monday,1376219.0,40263.0,40263.0,40263.0,120789.0,8.78,0.268341767417156,0
2019-06-18,2019,6,2,Summer,Tuesday,1425259.0,45671.0,45671.0,45671.0,137013.0,9.61,0.5719896391313034,0
2019-06-19,2019,6,2,Summer,Wednesday,1410499.0,45882.0,45882.0,45882.0,137646.0,9.76,0.4805980692597533,0
2019-06-20,2019,6,2,Summer,Thursday,1185595.0,44207.0,44207.0,44207.0,132621.0,11.19,-0.9119716888968252,0
2019-06-21,2019,6,2,Summer,Friday,1258364.0,40942.0,40942.0,40942.0,122826.0,9.76,-0.4613976273803735,0
2019-06-22,2019,6,2,Summer,Saturday,1123620.0,39745.0,39745.0,39745.0,119235.0,10.61,-1.2957110210641232,0
2019-06-23,2019,6,2,Summer,Sunday,1047368.0,37252.0,37252.0,37252.0,111756.0,10.67,-1.7678512640075807,0
2019-06-24,2019,6,2,Summer,Monday,1400394.0,40148.0,40148.0,40148.0,120444.0,8.6,0.41802951820609385,0
2019-06-25,2019,6,2,Summer,Tuesday,1452484.0,46640.0,46640.0,46640.0,139920.0,9.63,0.7405625042907175,0
2019-06-26,2019,6,2,Summer,Wednesday,1470478.0,46711.0,46711.0,46711.0,140133.0,9.53,0.8519784872357494,0
2019-06-27,2019,6,2,Summer,Thursday,1439206.0,47575.0,47575.0,47575.0,142725.0,9.92,0.6583472424509855,0
2019-06-28,2019,6,2,Summer,Friday,1371199.0,45591.0,45591.0,45591.0,136773.0,9.97,0.23725872671558543,0
2019-06-29,2019,6,2,Summer,Saturday,1164383.0,42352.0,42352.0,42352.0,127056.0,10.91,-1.0433130154629038,0
2019-06-30,2019,6,2,Summer,Sunday,1102344.0,38668.0,38668.0,38668.0,116004.0,10.52,-1.4274486254399428,0
2019-07-01,2019,7,3,Summer,Monday,1430959.0,42688.0,42688.0,42688.0,128064.0,8.95,0.6072831315613736,0
2019-07-02,2019,7,3,Summer,Tuesday,1412412.0,45895.0,45895.0,45895.0,137685.0,9.75,0.49244306066654703,0
2019-07-03,2019,7,3,Summer,Wednesday,1404258.0,44830.0,44830.0,44830.0,134490.0,9.58,0.4419547909692151,0
2019-07-04,2019,7,3,Summer,Thursday,1411509.0,44847.0,44847.0,44847.0,134541.0,9.53,0.4868518284447307,0
2019-07-05,2019,7,3,Summer,Friday,1384620.0,45839.0,45839.0,45839.0,137517.0,9.93,0.3203594217864576,0
2019-07-06,2019,7,3,Summer,Saturday,1165857.0,42463.0,42463.0,42463.0,127389.0,10.93,-1.0341862421573031,0
2019-07-07,2019,7,3,Summer,Sunday,1060563.0,37573.0,37573.0,37573.0,112719.0,10.63,-1.686149924952357,0
2019-07-08,2019,7,3,Summer,Monday,1365873.0,39855.0,39855.0,39855.0,119565.0,8.75,0.20428098273619005,0
2019-07-09,2019,7,3,Summer,Tuesday,1385235.0,44425.0,44425.0,44425.0,133275.0,9.62,0.3241674038644389,0
2019-07-10,2019,7,3,Summer,Wednesday,1373811.0,44281.0,44281.0,44281.0,132843.0,9.67,0.25343181482564564,0
2019-07-11,2019,7,3,Summer,Thursday,1380383.0,44644.0,44644.0,44644.0,133932.0,9.7,0.2941245924134388,0
2019-07-12,2019,7,3,Summer,Friday,1367995.0,44672.0,44672.0,44672.0,134016.0,9.8,0.21742006886541967,0
2019-07-13,2019,7,3,Summer,Saturday,1144195.0,42186.0,42186.0,42186.0,126558.0,11.06,-1.1683138970731242,0
2019-07-14,2019,7,3,Summer,Sunday,1039080.0,36214.0,36214.0,36214.0,108642.0,10.46,-1.8191692403690582,1
2019-07-15,2019,7,3,Summer,Monday,1343060.0,38979.0,38979.0,38979.0,116937.0,8.71,0.06302651908580577,0
2019-07-16,2019,7,3,Summer,Tuesday,1375523.0,42403.0,42403.0,42403.0,127209.0,9.25,0.26403224623622107,0
2019-07-17,2019,7,3,Summer,Wednesday,1362958.0,43606.0,43606.0,43606.0,130818.0,9.6,0.18623176687063664,0
2019-07-18,2019,7,3,Summer,Thursday,1379032.0,44073.0,44073.0,44073.0,132219.0,9.59,0.2857594155234345,0
2019-07-19,2019,7,3,Summer,Friday,1347797.0,44438.0,44438.0,44438.0,133314.0,9.89,0.09235726884742723,0
2019-07-20,2019,7,3,Summer,Saturday,1136874.0,41018.0,41018.0,41018.0,123054.0,10.82,-1.213644363403044,0
2019-07-21,2019,7,3,Summer,Sunday,1044766.0,36987.0,36987.0,36987.0,110961.0,10.62,-1.783962433709869,0
2019-07-22,2019,7,3,Summer,Monday,1342345.0,38666.0,38666.0,38666.0,115998.0,8.64,0.05859935293010399,0
2019-07-23,2019,7,3,Summer,Tuesday,1374012.0,43913.0,43913.0,43913.0,131739.0,9.59,0.2546763748218639,0
2019-07-24,2019,7,3,Summer,Wednesday,1395979.0,44785.0,44785.0,44785.0,134355.0,9.62,0.3906925411747325,0
2019-07-25,2019,7,3,Summer,Thursday,1410417.0,46546.0,46546.0,46546.0,139638.0,9.9,0.4800903383160225,0
2019-07-26,2019,7,3,Summer,Friday,1386569.0,46658.0,46658.0,46658.0,139974.0,10.09,0.3324273194612307,0
2019-07-27,2019,7,3,Summer,Saturday,1141755.0,42293.0,42293.0,42293.0,126879.0,11.11,-1.1834219885695052,0
2019-07-28,2019,7,3,Summer,Sunday,1055716.0,37793.0,37793.0,37793.0,113379.0,10.74,-1.716161777199471,0
2019-07-29,2019,7,3,Summer,Monday,1337166.0,39717.0,39717.0,39717.0,119151.0,8.91,0.026531809544957787,0
2019-07-30,2019,7,3,Summer,Tuesday,1380315.0,43757.0,43757.0,43757.0,131271.0,9.51,0.29370354724058884,0
2019-07-31,2019,7,3,Summer,Wednesday,1361273.0,44528.0,44528.0,44528.0,133584.0,9.81,0.17579851516104572,0
2019-08-01,2019,8,3,Summer,Thursday,1330420.0,42786.0,42786.0,42786.0,128358.0,9.65,-0.015238348338069098,0
2019-08-02,2019,8,3,Summer,Friday,1305059.0,42732.0,42732.0,42732.0,128196.0,9.82,-0.17226962228877246,0
2019-08-03,2019,8,3,Summer,Saturday,1086431.0,39322.0,39322.0,39322.0,117966.0,10.86,-1.5259793877276107,0
2019-08-04,2019,8,3,Summer,Sunday,1001209.0,35599.0,35599.0,35599.0,106797.0,10.67,-2.0536604424425997,1
2019-08-05,2019,8,3,Summer,Monday,1278038.0,36662.0,36662.0,36662.0,109986.0,8.61,-0.3395793519296366,0
2019-08-06,2019,8,3,Summer,Tuesday,1315792.0,41390.0,41390.0,41390.0,124170.0,9.44,-0.10581259522702809,0
2019-08-07,2019,8,3,Summer,Wednesday,1324101.0,41733.0,41733.0,41733.0,125199.0,9.46,-0.054364590209229326,0
2019-08-08,2019,8,3,Summer,Thursday,1326621.0,41911.0,41911.0,41911.0,125733.0,9.48,-0.03876115145067199,0
2019-08-09,2019,8,3,Summer,Friday,1318758.0,41439.0,41439.0,41439.0,124317.0,9.43,-0.08744759548183718,0
2019-08-10,2019,8,3,Summer,Saturday,1132402.0,40146.0,40146.0,40146.0,120438.0,10.64,-1.2413342753587062,0
2019-08-11,2019,8,3,Summer,Sunday,1043489.0,36821.0,36821.0,36821.0,110463.0,10.59,-1.7918694143823601,0
2019-08-12,2019,8,3,Summer,Monday,1299034.0,38350.0,38350.0,38350.0,115050.0,8.86,-0.20957546297143434,0
2019-08-13,2019,8,3,Summer,Tuesday,1313675.0,41667.0,41667.0,41667.0,125001.0,9.52,-0.11892072215237168,0
2019-08-14,2019,8,3,Summer,Wednesday,1293651.0,41213.0,41213.0,41213.0,123639.0,9.56,-0.2429061418751304,0
